seed,success,steps,total_reward,final_distance,initial_distance,path_length,collisions,initial_heading,final_heading,episode
1070,0,400,-632.57971073232,76.67674282603119,42.09703209370903,146.99058627328898,297,0.611828052027605,5.716916114111026,71
1071,0,400,-707.7908213602943,109.35325295816808,75.56243159787132,38.36279605854055,335,1.4607310378035743,2.2461292012010285,72
1072,0,400,-655.0525589790013,89.85289606979795,40.8003370907945,158.59698222940008,301,5.57383098792433,0.46874292584092236,73
1073,0,400,-641.2508741826583,72.48530520121933,47.2344310185589,96.01292409241611,306,3.770164413348869,4.1628634950476,74
1074,0,400,-604.006487778517,77.8306768003334,53.824189021814476,121.7837111294606,288,6.205314143926978,2.671022408638467,75
1075,0,400,-562.415938220873,38.89151610833609,78.47557788746124,141.62452611807302,299,0.8198266088971083,3.568720180788183,76
1076,0,400,-612.826197105662,58.41772470664773,43.59152760098369,101.63650341865045,297,5.295389127013586,0.9756992283276285,77
1077,0,400,-568.2609745993674,95.46894753518069,79.20797293581151,119.35078667253966,274,1.453992928299561,5.380983745286809,78
1078,1,81,53.977624372668835,5.357368145368712,50.144992518037576,47.99999999999995,0,0.7245533313761129,2.688048739869738,79
1079,0,400,-655.6450724821357,57.05813724188321,61.41306475974528,95.41850847547178,328,6.066277714903941,2.5319859796154303,80
1080,1,63,42.30059164633819,5.325688291327577,38.25627993766577,33.999999999999936,0,3.50909516234507,2.723696998947628,81
1081,1,70,32.57062490233065,5.769147035917464,29.03977193824812,26.000000000000046,0,2.108571682709046,4.0720670912026735,82
1082,0,400,-655.7729119862677,90.9816923286107,45.208780342340795,105.96495499673857,303,2.3414932818229044,2.7341923635216334,83
1083,0,400,-654.476091313583,44.841520914640434,32.36542960105666,66.64336970569241,319,0.3441924808036823,3.093086052694757,84
1084,0,400,-544.1992013523027,38.675723569966394,84.4765222176619,158.47576748394252,293,4.337504851114529,2.76670852431964,85
1085,0,400,-629.6388652910877,63.93082301934478,32.29195772825619,139.07900644372017,297,4.479367194904508,1.730473623013447,86
1086,0,400,-645.4136093668628,42.9689675827934,39.55535821592839,88.7215461302891,319,5.000798469067497,1.073807652080263,87
1087,1,76,58.65823026043014,4.200061459316232,53.618291719746395,49.99999999999999,0,2.6684588784552155,2.2757597967564975,88
1088,0,400,-580.9982196675315,54.4664358080885,69.46821614055729,116.15033981772153,296,5.4573260694126615,1.5303352524254277,89
1089,0,400,-673.592729225597,98.72215040270646,25.129421177108107,147.1188998240683,298,3.752245584656051,6.108440074848403,90
1090,0,400,-579.8497715494108,37.03927907052809,49.189507521115466,91.88922794745257,294,2.0951558035402855,0.9170585584441211,91
1091,0,400,-630.0672642239637,26.62222195045127,56.554957726485526,88.34192835092581,328,3.377196309037679,1.806399982242791,92
1092,0,400,-662.0080637519068,98.38817517967583,82.38011142776888,44.055569405772985,321,2.3565261739870076,4.712720664179358,93
1093,0,400,-651.743908302975,54.370810288167974,36.626901985193335,116.65908105359283,315,4.817652625876727,1.6760599722869411,94
1094,0,400,-570.3287255001119,33.806352667588506,67.4776271674748,125.74125375527345,300,1.0768634917294002,1.8622616551268543,95
1095,0,400,-607.8833095405258,46.753243433459,46.86993389293353,74.18547133111156,302,1.9753531187000475,1.5826540370013298,96
1096,1,93,75.59872028605808,5.129367348194583,71.65808763425267,69.9999999999999,0,1.5255500058989233,3.8817444960912737,97
1097,0,400,-656.1553890359183,85.57136342210396,51.415974386183386,84.95102969610376,309,1.5381662159910978,1.145467134292379,98
1098,1,88,33.95867849640091,4.392651993329403,29.231330489730336,39.99999999999999,0,5.743526395096135,5.743526395096142,99
1099,1,84,54.9529467888527,4.588853061756458,50.38179985060916,49.99999999999998,0,3.557252210890928,0.02296047560241732,100
1100,1,71,34.58604101954638,5.466069546471129,30.762110566017512,28.0,0,4.579510588375155,0.2598206896891977,101
1101,0,400,-662.5319080635003,54.60769286118957,34.07578479768706,93.00976999098742,319,5.120532745775641,1.1935419287884064,102
1102,1,79,41.55453973912803,5.947421237825273,38.2919609769533,38.0,0,5.150585310729259,2.0089926571394723,103
1103,0,400,-597.7260578959136,53.71615088288367,61.99009298696813,80.31326210151093,301,3.6575967546865438,4.442994918083997,104
1104,1,93,72.30947648947787,5.923625492093083,69.16310198157096,68.0,0,4.1169719470216135,0.5826802117331034,105
1105,1,58,32.391721387274686,5.519984421751513,28.491705809026186,23.999999999999986,0,3.0011358017660563,2.2157376383686134,106
1106,0,400,-638.0666334686551,71.49512601214114,41.42849254348409,139.81427468160368,302,1.136195231860319,3.4923897220526694,107
1107,0,400,-643.0100054892164,44.137568777074186,31.127563287855935,73.75423488158275,313,1.0602287715592553,1.4529278532579863,108
1108,0,400,-570.3267093634569,13.05492171191174,60.72821234845299,80.43551084848798,307,1.2179459349842414,3.966839506875316,109
1109,1,76,32.7024844932165,5.457993889786583,28.920478383003097,37.999999999999964,0,0.18794774441340856,3.722239479701931,110
1110,0,400,-633.9541408453767,29.70925239769776,43.75511155231896,70.24270929354157,322,3.2661365347870213,2.4807383713895783,111
1111,0,400,-582.4376879824407,59.09509952282152,70.65741154037892,89.63308040423013,295,3.0271440115580805,2.634444929859362,112
1112,1,95,41.30405283894754,5.552369969405827,37.8064228083534,44.00000000000003,0,5.427762454266721,1.1080725555807645,113
1113,1,80,46.0310582206601,5.511121460936457,42.34217968159655,42.000000000000014,0,5.644286156522429,2.109994421233919,114
1114,0,400,-624.9649508063056,78.9268704883532,51.961919682045455,130.70670212040363,297,3.149696037532275,5.89858960942335,115
1115,0,400,-586.075476016911,121.85755020876422,63.78207419185132,164.29667715736684,262,2.146914968702302,4.11041037719593,116
1116,1,82,46.877417928972314,4.124463438780915,41.821881367753214,46.00000000000006,0,3.364351363775204,1.4008559552815911,117
1117,1,72,34.84263042560613,5.667143032657212,31.22977345826335,30.000000000000043,0,1.3540341541549945,3.3175295626486214,118
1118,0,400,-680.8753013313167,82.05212616768908,69.17682483637003,56.032896937758366,332,0.058450149295414415,2.0219455577890417,119
1119,0,400,-595.4932943423004,21.533851521033633,54.040557178731355,80.63680964587495,312,5.709462207849319,2.5678695542595333,120
1120,1,101,61.482027296925274,5.2982751640553065,57.79030246098056,60.000000000000036,0,3.567068855573112,4.745166100669291,121
1121,0,400,-670.9317912755972,73.51686353516793,30.585072259568427,114.7012998151483,312,6.110627609630049,5.325229446232605,122
1122,0,400,-589.38729004822,71.9885267517166,80.60123670349459,108.85324860408866,297,4.586233963085823,3.800835799688382,123
1123,1,86,29.977318002045767,5.390971432629422,26.228289434675208,33.99999999999999,0,0.9217810229223858,1.3144801046211172,124
1124,0,400,-631.8822070940944,56.95328885559601,33.071081761499556,99.1987801031311,302,0.21853346528532036,5.32362152736874,125
1125,1,97,73.85482315206221,5.9213478540123505,70.74617100607455,71.99999999999997,0,3.778312004548252,2.6002147594520872,126
1126,1,98,53.954418169351285,4.598820137174097,49.53323830652542,52.00000000000005,0,3.7213484067366633,5.292144733531568,127
1127,0,400,-558.7690572266257,30.587913065883246,65.81885583925575,106.46360602904782,295,0.4776288804473961,3.619221534037194,128
1128,0,400,-549.1111251840523,69.2267521579129,78.11562697385894,102.66279814551278,277,0.9240697796335674,3.6729633515246447,129
1129,0,400,-625.407175547523,28.085122121028967,32.67794657350424,80.03578679611545,313,3.252662312303874,0.11106965871408825,130
1130,1,94,45.793213972041535,5.017401517345936,41.7506154893875,44.0,0,3.8792493521353877,5.450045678930293,131
1131,0,400,-600.4983958214518,49.17233567248378,64.67393985103183,144.67261887645964,306,3.399783196409149,3.0070841147104326,132
1132,1,192,-20.041304177224823,5.629247432626954,77.50794325540205,114.32480974292339,50,2.3191461506394297,0.748349823844547,133
1133,0,400,-559.3775398527673,46.55238239936145,73.17484254659237,116.27156512311882,291,5.142473007906424,5.535172089605156,134
1134,1,88,53.357533412377926,5.899704324540094,50.13723773691804,49.99999999999996,0,0.4399315074824306,1.61802875257861,135
1135,0,400,-653.1003609969417,60.04879248702429,28.948431490080242,93.0229511334715,309,2.810294669718578,2.0248965063211375,136
1136,0,400,-623.2462093547609,72.65921074248108,53.41300138771967,125.82363895028683,300,5.177388154856799,1.6430964195682893,137
1137,1,108,66.65711676695592,4.628718574307316,62.365835341263214,67.99999999999999,0,3.8667817939652496,3.866781793965257,138
1138,0,400,-681.341009063246,84.50584195992762,41.16483289667933,79.41896822452551,317,5.586188308874772,5.1934892271760535,139
1139,0,400,-521.1416533433493,27.19448221690522,72.05282887355438,121.67302531288392,281,6.025736642310662,1.7060467436247038,140
1140,0,400,-620.858613755972,77.7203502312284,28.861736475254386,112.85110158309087,284,0.7619873839675123,0.76198738396752,141
1141,0,400,-635.9752501870646,75.77654984937537,59.80129966230885,68.08500716466082,308,5.378979730300977,4.593581566903534,142
1142,0,400,-592.0465435315305,53.403971361452946,63.35742782992183,151.6083302395433,299,1.7655974752055565,1.372898393506841,143
1143,1,101,57.6876860931648,4.660490881007376,53.35817697417216,56.000000000000014,0,0.4003662797631929,2.3638616882568213,144
1144,1,80,46.93189640793661,4.989227422131742,42.72112383006835,42.00000000000004,0,5.312081822677862,1.7777900873893522,145
1145,0,400,-612.0070245617044,66.7655625014637,52.758537939757275,102.24078216905076,297,3.9897570112368768,0.8481643576470903,146
1146,0,400,-660.0186384994586,84.39163215983942,30.372993660378846,116.41379620916057,301,1.5888339941544716,3.5523294026480996,147
1147,1,62,33.99371709701393,5.774662653631968,30.38837975064589,29.99999999999997,0,3.9455606152313716,3.5528615335326523,148
1148,1,79,42.62922708492996,4.921386006867698,38.34061309179765,38.000000000000036,0,1.362440005606748,4.504032659196547,149
1149,0,400,-615.083352337939,84.99464509540769,45.91129275746672,98.5199065015015,286,5.177285064213717,3.9991878191175507,150
1150,1,76,39.31322350855471,4.562582308325412,34.635805816880115,34.00000000000007,0,6.051498496520115,2.5172067612316047,151
1151,0,400,-519.967249326264,61.35879763168947,71.39154830542384,161.26360852255712,263,3.7724331644565683,0.23814142916805991,152
1152,1,80,34.39667839216925,5.7119394258371186,30.908617818006373,30.0,0,1.3906820698038775,1.7833811515026081,153
1153,0,400,-625.7148674354975,65.42074439893705,45.70587696343744,78.05267370925442,301,5.466932140150043,4.288834895053875,154
1154,0,400,-539.150059726405,40.318632394414884,79.16857266800922,121.33655383338221,287,2.037353828170624,1.6446547464719075,155
1155,0,400,-501.01185231499977,17.20328632028644,78.19143400528512,102.632122869754,279,2.5617769017525047,5.310670473643581,156
1156,1,100,77.21716828518403,5.774208625625781,73.99137691080983,75.99999999999999,0,4.679247665775062,2.3230531755827246,157
1157,1,79,38.02477749390587,5.491856836949147,34.30663433085503,38.000000000000014,0,4.144941159856922,2.574144833062033,158
1158,0,400,-520.7864502733341,29.48879374740049,72.70234347406483,119.0958235735586,280,3.9122218640168565,5.875717272510485,159
1159,0,400,-627.5618537061007,87.87615650081925,36.314302794716475,138.11107236058442,286,3.8986027357476245,3.8986027357476316,160
1160,1,101,45.46457342833985,5.808042195308565,42.2826156236484,43.99999999999999,0,5.160081643562161,5.552780725260893,161
1161,0,400,-634.4196595122037,63.04525210941706,38.6255925972113,92.92711964433313,303,5.179109682418119,2.8229151922257807,162
1162,0,400,-553.7550234042928,35.19218968388141,71.43716627958686,112.7525345740742,293,1.875413713290826,2.6608118766882827,163
1163,1,90,28.64464336564559,5.935532676443279,25.480176042088864,30.000000000000007,0,4.459070356522138,4.85176943822087,164
1164,0,400,-674.621299694349,85.02979568515471,48.408495990803424,73.92581765550713,317,5.452039113309925,5.059340031611207,165
1165,0,400,-634.7143460817464,83.7286022582254,55.014256176476835,95.22478810515854,301,5.8226549800517855,2.6810623264619986,166
1166,1,82,44.079414138886605,5.937758394306266,40.83717253319284,42.000000000000064,0,3.058891181325942,1.880793936229777,167
1167,0,400,-647.5595539096406,89.40182572605023,39.842271816407504,81.42219263458543,297,2.7642212171413667,1.1934248903464764,168
1168,1,95,60.84678969303118,5.159417536830283,56.95620722986148,52.00000000000004,0,5.089548251644201,5.482247333342931,169
1169,0,400,-674.8868151311484,93.82491199695028,28.938096865799498,97.59022998765037,303,5.846821960008419,4.276025633213528,170
1170,0,400,-691.8664630681308,89.41585959757084,39.54939652943957,58.764183105328044,319,2.7529401999668797,4.716435608460506,171
1171,1,101,45.838266309537694,5.175942070440372,42.02420837997805,44.00000000000002,0,4.328035620399869,4.7207347020986,172
1172,1,101,78.31933676484823,5.086016245439755,74.41535301028799,70.00000000000004,0,2.279581015715248,3.064979179112703,173
1173,0,400,-550.799301493548,29.940009357402676,53.14070786385298,82.71857685244588,285,2.801368063039918,3.9794653081360982,174
1174,1,75,30.841997128026726,5.169996057336153,26.76199318536288,25.999999999999993,0,4.186004632733968,5.756800959528871,175
1175,0,400,-608.8936369221994,99.45604879487776,54.56241187267624,117.68966103955549,280,2.958172691932841,4.528969018727745,176
1176,0,400,-558.3230459609863,128.98891368942034,66.66586772843338,186.34730210027033,246,1.808721798098521,1.4160227163998056,177
1177,0,400,-695.4520416729495,71.66690536768463,36.21486369473271,59.65481154277626,328,1.4304161729056692,1.8231152546043994,178
1178,0,400,-587.93086580289,53.49224308168831,41.56137727879634,77.07207780653752,286,5.862268824933373,1.93527800794614,179
1179,0,400,-653.0849135811127,49.72871428474387,28.643800703628944,65.01571938273455,314,0.8415860358412801,3.983178689431079,180
1180,0,400,-588.3264180229585,48.338558894170646,48.012140871210256,98.8530568585388,292,2.3572625656080115,5.498855219197813,181
1181,0,400,-696.7191486956308,44.57808748396,25.85893878832971,28.570404065624036,337,0.7842609875228916,1.5696591509203466,182
1182,1,84,50.73041094126826,4.355744946064002,45.92615588733226,45.99999999999994,0,4.115283833362753,1.3663902614716918,183
1183,1,81,43.71976702425339,5.271119894658968,39.80088691891237,37.999999999999986,0,3.4651896349369267,1.108995144744589,184
1184,1,78,39.351057353435415,4.281742207074575,34.41279956050998,33.99999999999995,0,2.0904154791143568,5.62470721440288,185
1185,0,400,-578.9607462850573,21.828995367404396,58.86824908234524,71.4539214712599,306,3.4818915328801454,3.4818915328801534,186
1186,1,112,73.78822444690805,5.792882742111695,70.70110718901972,72.0,0,5.812174733417914,2.6705820798281286,187
1187,0,400,-608.582612253359,79.36799033209029,42.78537807872923,106.26299563832978,284,1.9778203831813024,2.370519464880034,188
1188,0,400,-633.9614481843267,61.088370783827244,59.12692259949832,100.25257771534147,314,0.7740635376197675,1.1667626193185,189
1189,0,400,-598.1524330727727,70.59152003082662,44.439086958051895,96.72593949059842,284,0.6207749752768598,3.3696685471679366,190
1190,0,400,-654.4684995492396,64.86017859878058,26.391679049541533,116.74470142023776,306,4.428832145965448,3.250734900869281,191
1191,0,400,-655.8297546352487,60.42184338742615,28.5920887521752,96.12000913470489,310,0.952161301015523,0.559462219316806,192
1192,0,400,-585.4144206646068,74.64185877056327,71.2274381059546,91.35294694144015,289,4.387975480062796,5.173373643460252,193
1193,0,400,-696.5239352477566,39.71253874684213,27.18860349908322,68.12601652703349,340,2.4756434018917934,2.868342483590523,194
1194,0,400,-629.6074174013416,67.13522319390017,33.527805792556855,89.99332381754995,296,6.045454314308901,3.2965607424178405,195
1195,0,400,-671.141659639665,69.50255973271342,28.36090009304636,112.46807384781344,313,4.2683626331615185,4.268362633161526,196
1196,0,400,-584.9968774547006,38.63625796747371,55.639380512771304,90.93608145230199,299,1.7782461115664998,6.097936010252473,197
1197,0,400,-590.5473003090302,42.92356562554347,74.37626531651229,124.23013977220853,309,1.3933975484208434,0.21530030332467653,198
1198,0,400,-611.3306302108498,35.743905795179515,50.413275584327735,79.15826817209455,311,0.6750637019530447,1.0677627836517773,199
1199,0,400,-567.6755302149945,42.73841305137737,59.062882836383366,123.74277388190441,290,3.4761850333169155,3.0834859516181994,200
1200,1,87,42.39471847829479,5.19417624598778,38.45889472428258,47.99999999999999,0,4.2952256024145035,2.33173019392089,201
1201,0,400,-653.2269647503266,74.8056114178055,27.578646667476825,111.49813084669297,301,1.5765612478314919,0.398464002735325,202
1202,0,400,-552.8099735825028,20.94029740930022,46.13032382679769,67.49707109742607,287,0.3871453572934436,1.5652426023896244,203
1203,0,400,-561.7663970959154,48.22821107719971,76.46181398128257,116.31183324361199,293,3.209532440342765,1.2460370318491543,204
1204,0,400,-496.07170711416916,57.563222927100824,67.49151581293037,163.77196860266577,251,5.313615218350372,0.20852715626696927,205
1205,1,118,84.48439277779235,4.458949715874205,80.12334249366654,81.99999999999997,0,4.813486407286194,2.064592835395135,206
1206,0,400,-546.7492728941313,89.67596556953771,98.9266926754047,87.82072046325715,276,3.974512983960735,0.44022124867222656,207
1207,1,66,40.30562063426843,5.475592881810518,36.44121351607895,34.0,0,4.956040100814604,4.563341019115885,208
1208,1,86,47.75200867781471,5.951614097569211,44.56362277538393,39.99999999999999,0,6.056177204659288,0.5583900608771564,209
1209,1,108,58.933813063158915,5.16780288012667,55.18161594328557,55.99999999999995,0,5.974948488377644,0.4771613445955132,210
1210,0,400,-592.8337701039645,117.46372836080843,52.62995825684193,148.23796503413195,262,3.51619794632979,2.338100701233628,211
1211,0,400,-623.1565796106541,97.18417542539802,28.027595814741986,126.68826601002097,275,0.7608552326617581,5.080545131347732,212
1212,0,400,-562.7638495582567,61.53113217125553,62.76728261299707,115.13613324580918,280,1.5239487516082746,5.843638650294249,213
1213,0,400,-585.8258453490695,79.29432941720543,45.46848406813406,105.69859106682631,274,4.250777169580318,2.2872817610867062,214
1214,0,400,-508.2853849768858,86.77708458922905,68.49169961234168,161.9193442731081,243,2.52606872720073,0.9552724004058417,215
1215,0,400,-526.9375769938787,43.006578311336206,60.06900131745655,158.92954032583583,270,0.9257796898880408,4.85277050687529,216
1216,0,400,-621.6520773244868,44.61656509402981,42.9644877695421,101.30791014870404,308,4.9354836514301965,1.4011919161416881,217
1217,0,400,-702.345503558341,91.28436722536684,28.93886366702346,70.09640740126869,318,1.2510580632668113,2.429155308362989,218
1218,0,400,-618.0075601150323,81.11484518624133,31.107285071206903,103.88852004956978,282,3.6628042114008874,2.092007884606001,219
1219,1,99,32.305435653717474,4.964792875069694,28.26022852878719,32.000000000000014,0,3.238415479391537,2.0603182342953725,220
1220,0,400,-580.234131068411,94.96033669817169,66.72620562975881,106.66864108942379,274,0.8506818935377337,5.1703717922237065,221
1221,0,400,-608.5708435653061,51.3153445726889,46.744501007380734,98.98529105087206,300,1.0788660953917697,4.22045874898157,222
1222,0,400,-689.3890194627139,120.63601397520263,85.24699451248631,54.996691412173675,325,0.977814027638151,1.7632121910356044,223
1223,0,400,-611.6209216341932,119.60524318972323,63.98432155552847,162.2316365195239,276,2.8037324235033356,3.5891305869007932,224
1224,0,400,-590.9320954829155,52.93897549350799,66.00688001059085,130.6490905830803,300,5.629389557105877,6.0220886388046075,225
1225,1,76,31.56945643679001,5.005767309987088,27.3352237467771,28.00000000000001,0,1.4875810615893599,5.4145718785766075,226
1226,0,400,-598.5000282627808,91.99321457663224,61.49318631384942,100.6978526187345,282,0.6817845315526224,5.3941735119373195,227
1227,0,400,-602.3071204648146,54.53688193130013,32.229761466483495,87.20367041112837,288,1.8771469260762148,5.804137743063466,228
1228,0,400,-608.297379848865,39.79382918026937,61.49644933140287,122.16705673726352,313,2.8838145767679753,2.8838145767679824,229
1229,0,400,-594.322821467734,95.49912746528486,53.176305997549164,111.25950111297388,274,4.149194528527813,0.2222037115405815,230
