episode,score,steps,total_reward,mean_score_50,eval_mean_score,eval_success_rate,wall_time_s
1,0,179,-0.8219999999999998,0.0,,,0.1
2,0,186,-0.8149999999999998,0.0,,,0.2
3,2,351,1.3499999999999854,0.6666666666666666,,,0.4
4,2,458,1.4569999999999736,1.0,,,0.7
5,0,179,-0.8219999999999998,0.8,,,0.8
6,2,473,1.471999999999972,1.0,,,1.0
7,2,447,1.4459999999999749,1.1428571428571428,,,1.3
8,2,454,1.452999999999974,1.25,,,1.5
9,1,319,0.31799999999998896,1.2222222222222223,,,1.7
10,0,179,-0.8219999999999998,1.1,,,1.8
11,3,50000,52.998999999967424,1.2727272727272727,,,29.0
12,1,323,0.3219999999999885,1.25,,,29.2
13,1,313,0.3119999999999896,1.2307692307692308,,,29.4
14,1,346,0.344999999999986,1.2142857142857142,,,29.6
15,0,192,-0.8089999999999998,1.1333333333333333,,,29.7
16,1,327,0.3259999999999881,1.125,,,29.8
17,1,332,0.3309999999999875,1.1176470588235294,,,30.0
18,0,179,-0.8219999999999998,1.0555555555555556,,,30.1
19,0,188,-0.8129999999999998,1.0,,,30.2
20,2,456,1.4549999999999739,1.05,,,30.5
21,0,192,-0.8089999999999998,1.0,,,30.6
22,0,179,-0.8219999999999998,0.9545454545454546,,,30.7
23,0,179,-0.8219999999999998,0.9130434782608695,,,30.8
24,2,476,1.4749999999999717,0.9583333333333334,,,31.1
25,3,485,2.4839999999999707,1.04,,,31.3
26,0,179,-0.8219999999999998,1.0,,,31.4
27,0,179,-0.8219999999999998,0.9629629629629629,,,31.5
28,0,179,-0.8219999999999998,0.9285714285714286,,,31.7
29,1,315,0.3139999999999894,0.9310344827586207,,,31.8
30,3,50000,52.998999999967424,1.0,,,59.0
31,3,50000,52.998999999967424,1.064516129032258,,,86.2
32,1,313,0.3119999999999896,1.0625,,,86.4
33,0,210,-0.7909999999999998,1.0303030303030303,,,86.5
34,2,455,1.453999999999974,1.0588235294117647,,,86.8
35,0,179,-0.8219999999999998,1.0285714285714285,,,86.9
36,1,313,0.3119999999999896,1.0277777777777777,,,87.1
37,0,182,-0.8189999999999998,1.0,,,87.2
38,1,313,0.3119999999999896,1.0,,,87.4
39,2,446,1.444999999999975,1.0256410256410255,,,87.6
40,1,313,0.3119999999999896,1.025,,,87.8
41,0,179,-0.8219999999999998,1.0,,,87.9
42,0,179,-0.8219999999999998,0.9761904761904762,,,88.0
43,1,313,0.3119999999999896,0.9767441860465116,,,88.2
44,2,456,1.4549999999999739,1.0,,,88.5
45,0,182,-0.8189999999999998,0.9777777777777777,,,88.6
46,0,179,-0.8219999999999998,0.9565217391304348,,,88.7
47,2,478,1.4769999999999714,0.9787234042553191,,,88.9
48,0,187,-0.8139999999999998,0.9583333333333334,,,89.1
49,1,313,0.3119999999999896,0.9591836734693877,,,89.2
50,2,446,1.444999999999975,0.98,,,89.5
51,0,184,-0.8169999999999998,0.98,,,89.6
52,3,50000,52.998999999967424,1.04,,,117.2
53,3,50000,52.998999999967424,1.06,,,144.6
54,1,315,0.3139999999999894,1.04,,,144.8
55,0,179,-0.8219999999999998,1.04,,,144.9
56,0,211,-0.7899999999999998,1.0,,,145.0
57,2,463,1.461999999999973,1.0,,,145.3
58,2,457,1.4559999999999738,1.0,,,145.5
59,0,179,-0.8219999999999998,0.98,,,145.6
60,3,50000,52.998999999967424,1.04,,,172.8
61,2,446,1.444999999999975,1.02,,,173.0
62,2,446,1.444999999999975,1.04,,,173.3
63,1,313,0.3119999999999896,1.04,,,173.5
64,2,446,1.444999999999975,1.06,,,173.7
65,0,180,-0.8209999999999998,1.06,,,173.8
66,0,188,-0.8129999999999998,1.04,,,173.9
67,1,313,0.3119999999999896,1.04,,,174.1
68,0,179,-0.8219999999999998,1.04,,,174.2
69,0,179,-0.8219999999999998,1.04,,,174.3
70,0,186,-0.8149999999999998,1.0,,,174.4
71,2,446,1.444999999999975,1.04,,,174.7
72,2,462,1.4609999999999732,1.08,,,175.0
73,0,179,-0.8219999999999998,1.08,,,175.1
74,0,179,-0.8219999999999998,1.04,,,175.2
75,3,50000,52.998999999967424,1.04,,,202.7
76,1,313,0.3119999999999896,1.06,,,202.9
77,1,313,0.3119999999999896,1.08,,,203.1
78,1,313,0.3119999999999896,1.1,,,203.3
79,0,181,-0.8199999999999998,1.08,,,203.4
80,1,313,0.3119999999999896,1.04,,,203.5
81,0,179,-0.8219999999999998,0.98,,,203.6
82,3,50000,52.998999999967424,1.02,,,231.0
83,0,179,-0.8219999999999998,1.02,,,231.1
84,0,194,-0.8069999999999998,0.98,,,231.2
85,1,334,0.3329999999999873,1.0,,,231.4
86,1,313,0.3119999999999896,1.0,,,231.6
87,1,337,0.335999999999987,1.02,,,231.8
88,2,446,1.444999999999975,1.04,,,232.1
89,0,179,-0.8219999999999998,1.0,,,232.2
90,3,50000,52.998999999967424,1.04,,,259.8
91,1,313,0.3119999999999896,1.06,,,260.0
92,1,313,0.3119999999999896,1.08,,,260.2
93,1,347,0.3459999999999859,1.08,,,260.4
94,1,313,0.3119999999999896,1.06,,,260.5
95,0,179,-0.8219999999999998,1.06,,,260.6
96,2,476,1.4749999999999717,1.1,,,260.9
97,1,332,0.3309999999999875,1.08,,,261.1
98,2,454,1.452999999999974,1.12,,,261.4
99,0,179,-0.8219999999999998,1.1,,,261.5
100,0,179,-0.8219999999999998,1.06,0.3,0.25,263.3
101,1,313,0.3119999999999896,1.08,,,263.4
102,1,313,0.3119999999999896,1.04,,,263.6
103,1,313,0.3119999999999896,1.0,,,263.8
104,2,479,1.4779999999999713,1.02,,,264.1
105,2,476,1.4749999999999717,1.06,,,264.3
106,0,179,-0.8219999999999998,1.06,,,264.4
107,0,179,-0.8219999999999998,1.02,,,264.5
108,1,317,0.3159999999999892,1.0,,,264.7
109,2,454,1.452999999999974,1.04,,,265.0
110,2,446,1.444999999999975,1.02,,,265.2
111,2,446,1.444999999999975,1.02,,,265.5
112,0,197,-0.8039999999999998,0.98,,,265.6
113,1,313,0.3119999999999896,0.98,,,265.8
114,0,186,-0.8149999999999998,0.94,,,265.9
115,2,455,1.453999999999974,0.98,,,266.1
116,2,465,1.4639999999999729,1.02,,,266.4
117,3,50000,52.998999999967424,1.06,,,293.1
118,3,50000,52.998999999967424,1.12,,,323.2
119,0,179,-0.8219999999999998,1.12,,,323.3
120,1,313,0.3119999999999896,1.14,,,323.5
121,0,205,-0.7959999999999998,1.1,,,323.6
122,0,183,-0.8179999999999998,1.06,,,323.7
123,2,455,1.453999999999974,1.1,,,324.0
124,0,188,-0.8129999999999998,1.1,,,324.1
125,1,313,0.3119999999999896,1.06,,,324.2
126,0,207,-0.7939999999999998,1.04,,,324.4
127,0,179,-0.8219999999999998,1.02,,,324.5
128,0,179,-0.8219999999999998,1.0,,,324.6
129,0,184,-0.8169999999999998,1.0,,,324.7
130,2,446,1.444999999999975,1.02,,,324.9
131,0,194,-0.8069999999999998,1.02,,,325.0
132,2,446,1.444999999999975,1.0,,,325.3
133,1,313,0.3119999999999896,1.02,,,325.5
134,1,313,0.3119999999999896,1.04,,,325.6
135,0,212,-0.7889999999999998,1.02,,,325.8
136,0,179,-0.8219999999999998,1.0,,,325.9
137,0,197,-0.8039999999999998,0.98,,,326.0
138,3,50000,52.998999999967424,1.0,,,353.1
139,0,179,-0.8219999999999998,1.0,,,353.2
140,2,446,1.444999999999975,0.98,,,353.5
141,0,179,-0.8219999999999998,0.96,,,353.6
142,3,50000,52.998999999967424,1.0,,,380.7
143,0,179,-0.8219999999999998,0.98,,,380.8
144,0,185,-0.8159999999999998,0.96,,,380.9
145,0,179,-0.8219999999999998,0.96,,,381.0
146,1,313,0.3119999999999896,0.94,,,381.2
147,1,313,0.3119999999999896,0.94,,,381.4
148,2,481,1.4799999999999711,0.94,,,381.7
149,0,214,-0.7869999999999998,0.94,,,381.8
150,1,334,0.3329999999999873,0.96,,,382.0
151,2,446,1.444999999999975,0.98,,,382.2
152,0,190,-0.8109999999999998,0.96,,,382.3
153,2,446,1.444999999999975,0.98,,,382.6
154,1,328,0.32699999999998797,0.96,,,382.7
155,3,50000,52.998999999967424,0.98,,,410.7
156,3,50000,52.998999999967424,1.04,,,438.5
157,3,50000,52.998999999967424,1.1,,,465.8
158,2,351,1.3499999999999854,1.12,,,466.1
159,1,313,0.3119999999999896,1.1,,,466.2
160,3,50000,52.998999999967424,1.12,,,494.1
161,0,190,-0.8109999999999998,1.08,,,494.2
162,1,313,0.3119999999999896,1.1,,,494.4
163,1,313,0.3119999999999896,1.1,,,494.6
164,2,446,1.444999999999975,1.14,,,494.8
165,2,466,1.4649999999999728,1.14,,,495.1
166,0,179,-0.8219999999999998,1.1,,,495.2
167,3,50000,52.998999999967424,1.1,,,523.2
168,2,446,1.444999999999975,1.08,,,523.4
169,1,313,0.3119999999999896,1.1,,,523.6
170,2,477,1.4759999999999716,1.12,,,523.9
171,2,446,1.444999999999975,1.16,,,524.1
172,1,313,0.3119999999999896,1.18,,,524.3
173,3,50000,52.998999999967424,1.2,,,551.7
174,1,316,0.3149999999999893,1.22,,,551.8
175,3,50000,52.998999999967424,1.26,,,581.0
