episode,seed,score,steps,total_reward,mean_score_50,mean_survival_50,eval_mean_score,eval_mean_survival,eval_success_rate,curriculum_stage,wall_time_s
1,47,20,5000,24.999000000001576,20.0,5000.0,,,,0,9.2
2,48,15,3869,17.868000000000194,17.5,4434.5,,,,0,15.8
3,49,20,5000,24.999000000001576,18.333333333333332,4623.0,,,,0,23.7
4,50,20,5000,24.999000000001576,18.75,4717.25,,,,0,34.3
5,51,20,5000,24.999000000001576,19.0,4773.8,,,,0,44.5
6,52,20,5000,24.999000000001576,19.166666666666668,4811.5,,,,0,54.2
7,53,20,5000,24.999000000001576,19.285714285714285,4838.428571428572,,,,0,64.8
8,54,20,5000,24.999000000001576,19.375,4858.625,,,,0,72.9
9,55,20,5000,24.999000000001576,19.444444444444443,4874.333333333333,,,,0,82.7
10,56,20,5000,24.999000000001576,19.5,4886.9,,,,0,92.7
11,57,20,5000,24.999000000001576,19.545454545454547,4897.181818181818,,,,0,101.6
12,58,20,5000,24.999000000001576,19.583333333333332,4905.75,,,,0,107.2
13,59,20,5000,24.999000000001576,19.615384615384617,4913.0,,,,0,112.9
14,60,20,5000,24.999000000001576,19.642857142857142,4919.214285714285,,,,0,118.6
15,61,19,4836,22.835000000001376,19.6,4913.666666666667,,,,0,124.4
16,62,20,5000,24.999000000001576,19.625,4919.0625,,,,0,130.3
17,63,20,5000,24.999000000001576,19.647058823529413,4923.823529411765,,,,0,136.7
18,64,20,5000,24.999000000001576,19.666666666666668,4928.055555555556,,,,0,143.2
19,65,20,5000,24.999000000001576,19.68421052631579,4931.8421052631575,,,,0,148.5
20,66,20,5000,24.999000000001576,19.7,4935.25,,,,0,153.8
21,67,11,2944,12.942999999999527,19.285714285714285,4840.428571428572,,,,0,156.7
22,68,20,5000,24.999000000001576,19.318181818181817,4847.681818181818,,,,0,162.1
23,69,20,5000,24.999000000001576,19.347826086956523,4854.304347826087,,,,0,167.4
24,70,20,5000,24.999000000001576,19.375,4860.375,,,,0,173.0
25,71,20,5000,24.999000000001576,19.4,4865.96,,,,0,179.0
26,72,20,5000,24.999000000001576,19.423076923076923,4871.115384615385,,,,0,184.9
27,73,20,5000,24.999000000001576,19.444444444444443,4875.888888888889,,,,0,190.8
28,74,6,1716,6.715000000000163,18.964285714285715,4763.035714285715,,,,0,193.2
29,75,20,5000,24.999000000001576,19.0,4771.206896551724,,,,0,198.8
30,76,17,4391,20.390000000000832,18.933333333333334,4758.533333333334,,,,0,204.4
31,77,20,5000,24.999000000001576,18.967741935483872,4766.322580645161,,,,0,210.1
32,78,20,5000,24.999000000001576,19.0,4773.625,,,,0,216.9
33,79,20,5000,24.999000000001576,19.03030303030303,4780.484848484848,,,,0,223.5
34,80,20,5000,24.999000000001576,19.058823529411764,4786.941176470588,,,,0,230.6
35,81,20,5000,24.999000000001576,19.085714285714285,4793.028571428571,,,,0,237.3
36,82,20,5000,24.999000000001576,19.11111111111111,4798.777777777777,,,,0,244.6
37,83,20,5000,24.999000000001576,19.135135135135137,4804.216216216216,,,,0,251.8
38,84,20,5000,24.999000000001576,19.157894736842106,4809.368421052632,,,,0,258.4
39,85,20,5000,24.999000000001576,19.17948717948718,4814.25641025641,,,,0,264.3
40,86,20,5000,24.999000000001576,19.2,4818.9,,,,0,270.4
41,87,20,5000,24.999000000001576,19.21951219512195,4823.317073170731,,,,0,276.7
42,88,20,5000,24.999000000001576,19.238095238095237,4827.523809523809,,,,0,283.4
43,89,20,5000,24.999000000001576,19.25581395348837,4831.53488372093,,,,0,290.0
44,90,20,5000,24.999000000001576,19.272727272727273,4835.363636363636,,,,0,296.5
45,91,20,5000,24.999000000001576,19.288888888888888,4839.022222222222,,,,0,303.1
46,92,20,5000,24.999000000001576,19.304347826086957,4842.521739130435,,,,0,309.7
47,93,20,5000,24.999000000001576,19.319148936170212,4845.872340425532,,,,0,316.0
48,94,20,5000,24.999000000001576,19.333333333333332,4849.083333333333,,,,0,323.1
49,95,20,5000,24.999000000001576,19.346938775510203,4852.163265306122,,,,0,328.8
50,96,20,5000,24.999000000001576,19.36,4855.12,,,,0,334.7
51,97,20,5000,24.999000000001576,19.36,4855.12,,,,0,340.9
52,98,20,5000,24.999000000001576,19.46,4877.74,,,,0,346.9
53,99,20,5000,24.999000000001576,19.46,4877.74,,,,0,352.7
54,100,20,5000,24.999000000001576,19.46,4877.74,,,,0,358.8
55,101,20,5000,24.999000000001576,19.46,4877.74,,,,0,365.4
56,102,20,5000,24.999000000001576,19.46,4877.74,,,,0,371.8
