seed,success,steps,total_reward,final_distance,initial_distance,path_length,collisions,initial_heading,final_heading,episode
1000,0,400,-1.3990000000000002,88.76002084257983,27.457734019935472,86.16482588423398,343,2.9590145814719326,1.388218254677033,1
1001,0,400,-1.3990000000000002,96.71377787517851,62.11594785738827,43.95959265807026,349,1.1792883917752939,5.891677372159981,2
1002,0,400,-1.3990000000000002,113.54277997021309,46.13528903660743,86.29469347341367,349,4.697386726069344,5.090085807768066,3
1003,0,400,-1.3990000000000002,95.39029348277505,57.53782275240801,41.03961804904765,355,3.108161880358474,3.8935600437559192,4
1004,0,400,-1.3990000000000002,84.96712598127712,52.10984849213549,104.91065750544465,351,0.8700789470210494,5.189768845707011,5
1005,0,400,-1.3990000000000002,44.16103425196727,47.41981959492795,97.6667914160333,360,1.8050587860277387,1.412359704329011,6
1006,0,400,-1.3990000000000002,52.80963844573377,25.448521984670716,56.20488757559889,343,1.8713292444659357,2.2640283261646563,7
1007,0,400,-1.3990000000000002,95.02820889307506,75.7044428088783,88.24758374552061,359,4.039638985937328,3.2542408225398765,8
1008,0,400,-1.3990000000000002,128.145041602916,70.0605477496493,96.20348040336894,358,1.3661707578174123,3.7223652480097535,9
1009,0,400,-1.3990000000000002,103.24990428398837,45.96866056461956,103.89401128970339,341,0.31322597403973956,5.418314036123149,10
1010,0,400,-1.3990000000000002,120.2854248426467,78.96951765535242,65.49851681955894,338,5.765932966239059,4.587835721142882,11
1011,0,400,-1.3990000000000002,119.13466492506137,42.243979065305574,103.36978195635791,346,1.33580604236235,1.335806042362346,12
1012,0,400,-1.3990000000000002,54.24116927916673,52.41277617051694,83.05424585345757,353,1.4981402080361623,1.1054411263374337,13
1013,0,400,-1.3990000000000002,78.89886793200974,60.64399967832124,82.162037154134,362,4.226444860769286,4.619143942468007,14
1014,0,400,-1.3990000000000002,104.62474879105518,47.20724250467106,76.24379413414661,329,5.642079281612756,4.071282954817855,15
1015,0,400,-1.3990000000000002,90.82489391377216,53.372353483997856,64.21520232233807,338,4.029438906258114,2.0659434977644886,16
1016,0,400,-1.3990000000000002,80.49673203026776,29.63584932422345,77.79249853805742,356,2.2218848313152733,3.007282994712717,17
1017,0,400,-1.3990000000000002,95.75956739319057,68.66299099585267,31.986177487010934,362,6.110896546364497,0.6131094025823551,18
1018,0,400,-1.3990000000000002,77.99845287442331,29.719181505273365,61.76455620958638,343,5.475883254532775,4.690485091135322,19
1019,0,400,-1.3990000000000002,107.35578186354952,53.66059573198776,72.99028763230817,352,2.9335197209759545,2.540820639277227,20
1020,0,400,-1.3990000000000002,81.50378408410386,35.329633727606904,65.05218544674884,344,0.4755917525075713,5.973378896289706,21
1021,0,400,-1.3990000000000002,68.15382715661038,71.38828735474625,70.85648956292376,357,6.229548114438849,5.051450869342672,22
1022,0,400,-1.3990000000000002,80.60656274338596,63.982856137894885,89.47025610496046,364,3.705913421984965,3.705913421984962,23
1023,0,400,-1.3990000000000002,104.68336211080226,34.99973500376825,115.52257564137746,342,5.715197614975505,3.359003124783155,24
1024,0,400,-1.3990000000000002,82.68505412787135,56.34918326986944,56.46428933419863,353,2.326737749731555,3.112135913129,25
1025,0,400,-1.3990000000000002,98.8455003021526,56.17815945748181,56.646833109969656,354,1.018786758504687,0.2333885951072352,26
1026,0,400,-1.3990000000000002,74.26661465099035,30.14761551601615,50.439006015865644,347,1.2225202206166552,2.0079183840140997,27
1027,0,400,-1.3990000000000002,42.85661213369314,28.90184492344242,22.593134892302146,362,3.55101795853787,3.1583188768391426,28
1028,0,400,-1.3990000000000002,109.71949176762813,65.45926195725845,54.16971823073721,349,4.243111456318666,5.028509619716111,29
1029,0,400,-1.3990000000000002,97.90319212336735,66.80920385475982,38.540682792296565,357,0.3091109532051812,0.30911095320517834,30
1030,0,400,-1.3990000000000002,101.15388086734859,85.94267925849331,78.66112040028668,363,5.107093209079615,5.107093209079611,31
1031,0,400,-1.3990000000000002,99.47475170468948,63.18192679970519,71.00311088835767,350,4.160440502040578,2.5896441752456774,32
1032,0,400,-1.3990000000000002,56.92670639702281,33.75944316341365,34.059702664109906,359,6.2611416656575605,6.261141665657558,33
1033,0,400,-1.3990000000000002,65.2607418156282,31.64430248908477,98.21813319636104,358,5.784688374039176,6.177387455737897,34
1034,0,400,-1.3990000000000002,80.21765039439448,57.55175605158163,30.1693264553423,361,0.48742505769975825,5.985212201481893,35
1035,0,400,-1.3990000000000002,101.42713930406609,53.689248282138685,70.0617298996216,347,4.959923766360567,4.56722468466184,36
1036,0,400,-1.3990000000000002,70.27715591621788,49.41026403681352,43.17321494523273,348,3.1207571735102673,2.3353590101128145,37
1037,0,400,-1.3990000000000002,73.1085749820698,25.28018618993062,65.00105169745375,353,3.826652877197467,4.6120510405949116,38
1038,0,400,-1.3990000000000002,81.1859731613824,38.813558645329536,87.65139218414262,363,2.4738676768421684,4.8300621670345105,39
1039,1,30,0.971,5.753224765584595,29.25292035730429,28.0,0,3.480221266209198,1.9094249394143041,40
1040,0,400,-1.3990000000000002,99.1425605702803,49.826134145931285,103.38933672382676,346,4.471511473095338,1.7226179012042655,41
1041,0,400,-1.3990000000000002,84.03307867799734,44.33073813280489,52.8197023261934,361,5.553425934298529,5.94612501599725,42
1042,0,400,-1.3990000000000002,104.1995591857617,36.32914163326968,90.14004147855015,346,3.6191377481085927,2.833739584711141,43
1043,0,400,-1.3990000000000002,113.69133860598153,58.775524907795784,94.40371016725555,355,2.5020576111467836,2.50205761114678,44
1044,0,400,-1.3990000000000002,74.85553037581526,76.90427255990399,130.20754653270512,312,0.20143912647247353,5.6992262702546075,45
1045,0,400,-1.3990000000000002,90.09687048917706,45.089809767652994,97.7114905844724,348,4.520313896628195,4.127614814929467,46
1046,0,400,-1.3990000000000002,58.431779061025956,52.84840055449196,88.2982952909705,358,4.115303316446768,3.3299051530493164,47
1047,0,400,-1.3990000000000002,61.80761293691845,30.158312574573404,87.928164257436,336,2.0685392131669444,2.06853921316694,48
1048,0,400,-1.3990000000000002,100.41715383585844,66.06085117417048,37.7288492541204,354,5.915685196796643,5.522986115097915,49
1049,0,400,-1.3990000000000002,81.90773072689078,40.91164305442704,63.40742443542367,339,4.88647878507452,4.1010806216770685,50
1050,0,400,-1.3990000000000002,108.32239159627974,34.80158842694218,89.55177685383826,336,6.258265561533901,0.7604784177517598,51
1051,0,400,-1.3990000000000002,82.53417624813125,65.42998641953248,92.14642439731651,351,1.2242756766073364,0.4388775132098841,52
1052,0,400,-1.3990000000000002,88.06595300634216,64.70004277685301,78.6260421489819,353,2.6161022609830256,3.0088013426817457,53
1053,0,400,-1.3990000000000002,110.09150264400937,72.45271564548092,48.67497889221437,359,5.20493234313868,5.990330506536125,54
1054,0,400,-1.3990000000000002,90.8792416571174,68.4511352780427,28.872828521289655,359,3.023207302515068,2.237809139117616,55
1055,0,400,-1.3990000000000002,100.94665451323841,34.16164002942959,143.63103009097733,328,3.665340123516325,2.8799419601188734,56
1056,0,400,-1.3990000000000002,90.84379970261593,59.51206990745765,90.60600835690556,351,2.893850344707051,3.679248508104495,57
1057,0,400,-1.3990000000000002,34.5908928315682,44.54709709925838,104.851853231212,354,2.0538177482241777,0.09032233973055881,58
1058,0,400,-1.3990000000000002,88.93894716452024,68.45311029632241,28.54514639473323,364,2.9837336740182736,3.7691318374157174,59
1059,0,400,-1.3990000000000002,88.32936923240683,54.1334036727371,66.11560622307405,346,2.7198515946812942,3.1125506763800153,60
1060,0,400,-1.3990000000000002,61.27112144166207,47.04106215579198,23.307131871418452,365,5.812352866510845,6.205051948209567,61
1061,0,400,-1.3990000000000002,81.79204550835453,43.45268491488002,93.53419080216837,345,1.8696697286559127,1.8696697286559099,62
1062,0,400,-1.3990000000000002,104.5767773912426,66.35733277329275,57.73115125164938,357,4.802157403168738,4.802157403168735,63
1063,0,400,-1.3990000000000002,103.18976361811451,29.31794158734589,100.67921292727851,354,1.875558087270435,2.2682571689691557,64
