temperature,success_mean,success_ci,final_distance,action_entropy,path_efficiency
0.05,95.0,0.0,10.447626064255552,0.4079348318579055,0.9129396184625111
0.1,100.0,0.0,4.9923375417117715,0.6246620672747213,0.8875371938285307
0.2,100.0,0.0,5.126926315415769,0.8720415389037665,0.9124709218121788
0.35,100.0,0.0,4.983632102843011,1.3021431152026786,0.8824274655883917
0.5,100.0,0.0,5.063298957180139,1.4621026836360826,0.8409205905156508
0.75,100.0,0.0,5.0540347905482825,1.5580815764674554,0.763677515574667
1.0,100.0,0.0,5.247633998043974,1.569250277481931,0.6547216550619613
-1.0,0.0,0.0,0.0,0.0,0.0
