bearing_deg,condition,PEG,PEN_a,PEN_b,chosen_action,motor_discrimination
-180,normal,0.5227911754536643,0.7808825812610953,0.7054573737086998,TURN_LEFT,0.25809140580743106
-90,normal,0.5095536850799978,0.7605966980959951,0.6901157384278322,TURN_LEFT,0.2510430130159973
0,normal,0.5105639831720005,0.7623825130203897,0.6913213998658377,TURN_LEFT,0.25181852984838926
+90,normal,0.5271816230516209,0.7877637534805394,0.708431819701616,TURN_LEFT,0.26058213042891853
+180,normal,0.5229010328487712,0.7810580025748455,0.7055672118329791,TURN_LEFT,0.25815696972607427
0,normal,0.5105639831720005,0.7623825130203897,0.6913213998658377,TURN_LEFT,0.25181852984838926
0,removed,0.0,0.0,0.0,FORWARD,0.0
0,inverted,0.5227911754536643,0.7808825812610953,0.7054573737086998,TURN_LEFT,0.25809140580743106
0,shuffled,0.5252562014502703,0.7863321674903212,0.7089556307792791,TURN_LEFT,0.2610759660400509
