gap_center,bird_y,dx,rel_pos,activations,total_activation,max_channel
217.14285714285714,60.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
217.14285714285714,60.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
217.14285714285714,80.0,50.0,below_gap,"[0.0, 0.17428571428571454, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.1742857142857144,4
217.14285714285714,80.0,100.0,below_gap,"[0.0, 0.0, 0.17428571428571454, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1742857142857144,5
217.14285714285714,80.0,150.0,below_gap,"[0.0, 0.0, 0.17428571428571454, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1742857142857144,5
217.14285714285714,100.0,50.0,below_gap,"[0.0, 0.34428571428571453, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.3442857142857143,4
217.14285714285714,100.0,100.0,below_gap,"[0.0, 0.0, 0.34428571428571453, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3442857142857143,5
217.14285714285714,100.0,150.0,below_gap,"[0.0, 0.0, 0.34428571428571453, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3442857142857143,5
217.14285714285714,120.0,50.0,below_gap,"[0.0, 0.5142857142857146, 0.0, 0.0, 0.8907142857142857, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
217.14285714285714,120.0,100.0,below_gap,"[0.0, 0.0, 0.5142857142857146, 0.0, 0.0, 0.8907142857142857, 0.0, 0.0, 1.0]",2.4050000000000002,8
217.14285714285714,120.0,150.0,below_gap,"[0.0, 0.0, 0.5142857142857146, 0.0, 0.0, 0.8907142857142857, 0.0, 0.0, 1.0]",2.4050000000000002,8
217.14285714285714,140.0,50.0,below_gap,"[0.0, 0.6842857142857146, 0.0, 0.0, 0.7207142857142856, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
217.14285714285714,140.0,100.0,below_gap,"[0.0, 0.0, 0.6842857142857146, 0.0, 0.0, 0.7207142857142856, 0.0, 0.0, 1.0]",2.4050000000000002,8
217.14285714285714,140.0,150.0,below_gap,"[0.0, 0.0, 0.6842857142857146, 0.0, 0.0, 0.7207142857142856, 0.0, 0.0, 1.0]",2.4050000000000002,8
217.14285714285714,160.0,50.0,aligned,"[0.0, 0.8542857142857145, 0.0, 0.0, 0.5507142857142857, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
217.14285714285714,160.0,100.0,aligned,"[0.0, 0.0, 0.8542857142857145, 0.0, 0.0, 0.5507142857142857, 0.0, 0.0, 1.0]",2.4050000000000002,8
217.14285714285714,160.0,150.0,aligned,"[0.0, 0.0, 0.8542857142857145, 0.0, 0.0, 0.5507142857142857, 0.0, 0.0, 1.0]",2.4050000000000002,8
217.14285714285714,180.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.38071428571428567, 0.0, 0.0, 1.0, 0.0]",2.380714285714286,1
217.14285714285714,180.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.38071428571428567, 0.0, 0.0, 1.0]",2.380714285714286,2
217.14285714285714,180.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.38071428571428567, 0.0, 0.0, 1.0]",2.380714285714286,2
217.14285714285714,200.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.2107142857142857, 0.0, 0.0, 1.0, 0.0]",2.2107142857142854,1
217.14285714285714,200.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.2107142857142857, 0.0, 0.0, 1.0]",2.2107142857142854,2
217.14285714285714,200.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.2107142857142857, 0.0, 0.0, 1.0]",2.2107142857142854,2
217.14285714285714,220.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
217.14285714285714,220.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
217.14285714285714,220.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
217.14285714285714,240.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.25928571428571456, 0.0, 0.0, 1.0, 0.0]",2.2592857142857143,1
217.14285714285714,240.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.25928571428571456, 0.0, 0.0, 1.0]",2.2592857142857143,2
217.14285714285714,240.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.25928571428571456, 0.0, 0.0, 1.0]",2.2592857142857143,2
217.14285714285714,260.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.42928571428571455, 0.0, 0.0, 0.9757142857142858, 0.0]",2.4050000000000002,1
217.14285714285714,260.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.42928571428571455, 0.0, 0.0, 0.9757142857142858]",2.4050000000000002,2
217.14285714285714,260.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.42928571428571455, 0.0, 0.0, 0.9757142857142858]",2.4050000000000002,2
217.14285714285714,280.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.5992857142857145, 0.0, 0.0, 0.8057142857142856, 0.0]",2.4050000000000002,1
217.14285714285714,280.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5992857142857145, 0.0, 0.0, 0.8057142857142856]",2.4050000000000002,2
217.14285714285714,280.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5992857142857145, 0.0, 0.0, 0.8057142857142856]",2.4050000000000002,2
217.14285714285714,300.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.7692857142857146, 0.0, 0.0, 0.6357142857142857, 0.0]",2.4050000000000002,1
217.14285714285714,300.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7692857142857146, 0.0, 0.0, 0.6357142857142857]",2.4050000000000002,2
217.14285714285714,300.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7692857142857146, 0.0, 0.0, 0.6357142857142857]",2.4050000000000002,2
217.14285714285714,320.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.9392857142857146, 0.0, 0.0, 0.46571428571428564, 0.0]",2.4050000000000002,1
217.14285714285714,320.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9392857142857146, 0.0, 0.0, 0.46571428571428564]",2.4050000000000002,2
217.14285714285714,320.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9392857142857146, 0.0, 0.0, 0.46571428571428564]",2.4050000000000002,2
217.14285714285714,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.29571428571428565, 0.0]",2.2957142857142854,1
217.14285714285714,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.29571428571428565]",2.295714285714286,2
217.14285714285714,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.29571428571428565]",2.295714285714286,2
234.28571428571428,60.0,50.0,below_gap,"[0.0, 0.27142857142857135, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.2714285714285714,4
234.28571428571428,60.0,100.0,below_gap,"[0.0, 0.0, 0.27142857142857135, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2714285714285714,5
234.28571428571428,60.0,150.0,below_gap,"[0.0, 0.0, 0.27142857142857135, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2714285714285714,5
234.28571428571428,80.0,50.0,below_gap,"[0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.15,4
234.28571428571428,80.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
234.28571428571428,80.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
234.28571428571428,100.0,50.0,below_gap,"[0.0, 0.19857142857142862, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.1985714285714284,4
234.28571428571428,100.0,100.0,below_gap,"[0.0, 0.0, 0.19857142857142862, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1985714285714284,5
234.28571428571428,100.0,150.0,below_gap,"[0.0, 0.0, 0.19857142857142862, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1985714285714284,5
234.28571428571428,120.0,50.0,below_gap,"[0.0, 0.36857142857142866, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.3685714285714288,4
234.28571428571428,120.0,100.0,below_gap,"[0.0, 0.0, 0.36857142857142866, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3685714285714288,5
234.28571428571428,120.0,150.0,below_gap,"[0.0, 0.0, 0.36857142857142866, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3685714285714288,5
234.28571428571428,140.0,50.0,below_gap,"[0.0, 0.5385714285714287, 0.0, 0.0, 0.8664285714285713, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
234.28571428571428,140.0,100.0,below_gap,"[0.0, 0.0, 0.5385714285714287, 0.0, 0.0, 0.8664285714285713, 0.0, 0.0, 1.0]",2.4050000000000002,8
234.28571428571428,140.0,150.0,below_gap,"[0.0, 0.0, 0.5385714285714287, 0.0, 0.0, 0.8664285714285713, 0.0, 0.0, 1.0]",2.4050000000000002,8
234.28571428571428,160.0,50.0,below_gap,"[0.0, 0.7085714285714286, 0.0, 0.0, 0.6964285714285714, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
234.28571428571428,160.0,100.0,below_gap,"[0.0, 0.0, 0.7085714285714286, 0.0, 0.0, 0.6964285714285714, 0.0, 0.0, 1.0]",2.4050000000000002,8
234.28571428571428,160.0,150.0,below_gap,"[0.0, 0.0, 0.7085714285714286, 0.0, 0.0, 0.6964285714285714, 0.0, 0.0, 1.0]",2.4050000000000002,8
234.28571428571428,180.0,50.0,aligned,"[0.0, 0.8785714285714287, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 1.0, 0.0]",2.405,7
234.28571428571428,180.0,100.0,aligned,"[0.0, 0.0, 0.8785714285714287, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 1.0]",2.4050000000000002,8
234.28571428571428,180.0,150.0,aligned,"[0.0, 0.0, 0.8785714285714287, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 1.0]",2.4050000000000002,8
234.28571428571428,200.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0, 0.0]",2.3564285714285713,1
234.28571428571428,200.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0]",2.3564285714285713,2
234.28571428571428,200.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0]",2.3564285714285713,2
234.28571428571428,220.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0, 0.0]",2.1864285714285714,1
234.28571428571428,220.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0]",2.1864285714285714,2
234.28571428571428,220.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0]",2.1864285714285714,2
234.28571428571428,240.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
234.28571428571428,240.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
234.28571428571428,240.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
234.28571428571428,260.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0, 0.0]",2.2835714285714284,1
234.28571428571428,260.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0]",2.2835714285714284,2
234.28571428571428,260.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0]",2.2835714285714284,2
234.28571428571428,280.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 0.9514285714285713, 0.0]",2.405,1
234.28571428571428,280.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 0.9514285714285713]",2.4050000000000002,2
234.28571428571428,280.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 0.9514285714285713]",2.4050000000000002,2
234.28571428571428,300.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 0.7814285714285714, 0.0]",2.4050000000000002,1
234.28571428571428,300.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 0.7814285714285714]",2.4050000000000002,2
234.28571428571428,300.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 0.7814285714285714]",2.4050000000000002,2
234.28571428571428,320.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 0.6114285714285714, 0.0]",2.4050000000000002,1
234.28571428571428,320.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 0.6114285714285714]",2.4050000000000002,2
234.28571428571428,320.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 0.6114285714285714]",2.4050000000000002,2
234.28571428571428,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 0.44142857142857134, 0.0]",2.4050000000000002,1
234.28571428571428,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 0.44142857142857134]",2.405,2
234.28571428571428,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 0.44142857142857134]",2.405,2
251.42857142857142,60.0,50.0,below_gap,"[0.0, 0.41714285714285704, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.4171428571428573,4
251.42857142857142,60.0,100.0,below_gap,"[0.0, 0.0, 0.41714285714285704, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.4171428571428573,5
251.42857142857142,60.0,150.0,below_gap,"[0.0, 0.0, 0.41714285714285704, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.4171428571428573,5
251.42857142857142,80.0,50.0,below_gap,"[0.0, 0.24714285714285703, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.247142857142857,4
251.42857142857142,80.0,100.0,below_gap,"[0.0, 0.0, 0.24714285714285703, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2471428571428573,5
251.42857142857142,80.0,150.0,below_gap,"[0.0, 0.0, 0.24714285714285703, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2471428571428573,5
251.42857142857142,100.0,50.0,below_gap,"[0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.15,4
251.42857142857142,100.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
251.42857142857142,100.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
251.42857142857142,120.0,50.0,below_gap,"[0.0, 0.22285714285714273, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.222857142857143,4
251.42857142857142,120.0,100.0,below_gap,"[0.0, 0.0, 0.22285714285714273, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2228571428571424,5
251.42857142857142,120.0,150.0,below_gap,"[0.0, 0.0, 0.22285714285714273, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2228571428571424,5
251.42857142857142,140.0,50.0,below_gap,"[0.0, 0.3928571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.392857142857143,4
251.42857142857142,140.0,100.0,below_gap,"[0.0, 0.0, 0.3928571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.392857142857143,5
251.42857142857142,140.0,150.0,below_gap,"[0.0, 0.0, 0.3928571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.392857142857143,5
251.42857142857142,160.0,50.0,below_gap,"[0.0, 0.5628571428571427, 0.0, 0.0, 0.8421428571428571, 0.0, 0.0, 1.0, 0.0]",2.405,7
251.42857142857142,160.0,100.0,below_gap,"[0.0, 0.0, 0.5628571428571427, 0.0, 0.0, 0.8421428571428571, 0.0, 0.0, 1.0]",2.405,8
251.42857142857142,160.0,150.0,below_gap,"[0.0, 0.0, 0.5628571428571427, 0.0, 0.0, 0.8421428571428571, 0.0, 0.0, 1.0]",2.405,8
251.42857142857142,180.0,50.0,below_gap,"[0.0, 0.7328571428571427, 0.0, 0.0, 0.672142857142857, 0.0, 0.0, 1.0, 0.0]",2.405,7
251.42857142857142,180.0,100.0,below_gap,"[0.0, 0.0, 0.7328571428571427, 0.0, 0.0, 0.672142857142857, 0.0, 0.0, 1.0]",2.405,8
251.42857142857142,180.0,150.0,below_gap,"[0.0, 0.0, 0.7328571428571427, 0.0, 0.0, 0.672142857142857, 0.0, 0.0, 1.0]",2.405,8
251.42857142857142,200.0,50.0,aligned,"[0.0, 0.9028571428571427, 0.0, 0.0, 0.502142857142857, 0.0, 0.0, 1.0, 0.0]",2.405,7
251.42857142857142,200.0,100.0,aligned,"[0.0, 0.0, 0.9028571428571427, 0.0, 0.0, 0.502142857142857, 0.0, 0.0, 1.0]",2.405,8
251.42857142857142,200.0,150.0,aligned,"[0.0, 0.0, 0.9028571428571427, 0.0, 0.0, 0.502142857142857, 0.0, 0.0, 1.0]",2.405,8
251.42857142857142,220.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.332142857142857, 0.0, 0.0, 1.0, 0.0]",2.3321428571428573,1
251.42857142857142,220.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.332142857142857, 0.0, 0.0, 1.0]",2.3321428571428573,2
251.42857142857142,220.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.332142857142857, 0.0, 0.0, 1.0]",2.3321428571428573,2
251.42857142857142,240.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.16214285714285703, 0.0, 0.0, 1.0, 0.0]",2.162142857142857,1
251.42857142857142,240.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.16214285714285703, 0.0, 0.0, 1.0]",2.162142857142857,2
251.42857142857142,240.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.16214285714285703, 0.0, 0.0, 1.0]",2.162142857142857,2
251.42857142857142,260.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
251.42857142857142,260.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
251.42857142857142,260.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
251.42857142857142,280.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0, 0.0]",2.307857142857143,1
251.42857142857142,280.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0]",2.307857142857143,2
251.42857142857142,280.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0]",2.307857142857143,2
251.42857142857142,300.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 0.927142857142857, 0.0]",2.405,1
251.42857142857142,300.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 0.927142857142857]",2.405,2
251.42857142857142,300.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 0.927142857142857]",2.405,2
251.42857142857142,320.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 0.7571428571428571, 0.0]",2.405,1
251.42857142857142,320.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 0.7571428571428571]",2.405,2
251.42857142857142,320.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 0.7571428571428571]",2.405,2
251.42857142857142,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 0.587142857142857, 0.0]",2.405,1
251.42857142857142,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 0.587142857142857]",2.4049999999999994,2
251.42857142857142,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 0.587142857142857]",2.4049999999999994,2
268.57142857142856,60.0,50.0,below_gap,"[0.0, 0.5628571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.5628571428571427,4
268.57142857142856,60.0,100.0,below_gap,"[0.0, 0.0, 0.5628571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.5628571428571427,5
268.57142857142856,60.0,150.0,below_gap,"[0.0, 0.0, 0.5628571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.5628571428571427,5
268.57142857142856,80.0,50.0,below_gap,"[0.0, 0.3928571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.392857142857143,4
268.57142857142856,80.0,100.0,below_gap,"[0.0, 0.0, 0.3928571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.392857142857143,5
268.57142857142856,80.0,150.0,below_gap,"[0.0, 0.0, 0.3928571428571427, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.392857142857143,5
268.57142857142856,100.0,50.0,below_gap,"[0.0, 0.22285714285714273, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.222857142857143,4
268.57142857142856,100.0,100.0,below_gap,"[0.0, 0.0, 0.22285714285714273, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2228571428571424,5
268.57142857142856,100.0,150.0,below_gap,"[0.0, 0.0, 0.22285714285714273, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2228571428571424,5
268.57142857142856,120.0,50.0,below_gap,"[0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.15,4
268.57142857142856,120.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
268.57142857142856,120.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
268.57142857142856,140.0,50.0,below_gap,"[0.0, 0.24714285714285728, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.2471428571428573,4
268.57142857142856,140.0,100.0,below_gap,"[0.0, 0.0, 0.24714285714285728, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2471428571428573,5
268.57142857142856,140.0,150.0,below_gap,"[0.0, 0.0, 0.24714285714285728, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2471428571428573,5
268.57142857142856,160.0,50.0,below_gap,"[0.0, 0.41714285714285726, 0.0, 0.0, 0.9878571428571428, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
268.57142857142856,160.0,100.0,below_gap,"[0.0, 0.0, 0.41714285714285726, 0.0, 0.0, 0.9878571428571428, 0.0, 0.0, 1.0]",2.4050000000000002,8
268.57142857142856,160.0,150.0,below_gap,"[0.0, 0.0, 0.41714285714285726, 0.0, 0.0, 0.9878571428571428, 0.0, 0.0, 1.0]",2.4050000000000002,8
268.57142857142856,180.0,50.0,below_gap,"[0.0, 0.5871428571428573, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 1.0, 0.0]",2.405,7
268.57142857142856,180.0,100.0,below_gap,"[0.0, 0.0, 0.5871428571428573, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 1.0]",2.4050000000000002,8
268.57142857142856,180.0,150.0,below_gap,"[0.0, 0.0, 0.5871428571428573, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 1.0]",2.4050000000000002,8
268.57142857142856,200.0,50.0,below_gap,"[0.0, 0.7571428571428572, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 1.0, 0.0]",2.405,7
268.57142857142856,200.0,100.0,below_gap,"[0.0, 0.0, 0.7571428571428572, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 1.0]",2.405,8
268.57142857142856,200.0,150.0,below_gap,"[0.0, 0.0, 0.7571428571428572, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 1.0]",2.405,8
268.57142857142856,220.0,50.0,aligned,"[0.0, 0.9271428571428573, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
268.57142857142856,220.0,100.0,aligned,"[0.0, 0.0, 0.9271428571428573, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 1.0]",2.4050000000000002,8
268.57142857142856,220.0,150.0,aligned,"[0.0, 0.0, 0.9271428571428573, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 1.0]",2.4050000000000002,8
268.57142857142856,240.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0, 0.0]",2.307857142857143,1
268.57142857142856,240.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0]",2.307857142857143,2
268.57142857142856,240.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3078571428571427, 0.0, 0.0, 1.0]",2.307857142857143,2
268.57142857142856,260.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
268.57142857142856,260.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
268.57142857142856,260.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
