gap_center,bird_y,dx,rel_pos,activations,total_activation,max_channel
268.57142857142856,280.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.16214285714285728, 0.0, 0.0, 1.0, 0.0]",2.1621428571428574,1
268.57142857142856,280.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.16214285714285728, 0.0, 0.0, 1.0]",2.1621428571428574,2
268.57142857142856,280.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.16214285714285728, 0.0, 0.0, 1.0]",2.1621428571428574,2
268.57142857142856,300.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3321428571428573, 0.0, 0.0, 1.0, 0.0]",2.3321428571428573,1
268.57142857142856,300.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3321428571428573, 0.0, 0.0, 1.0]",2.3321428571428573,2
268.57142857142856,300.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3321428571428573, 0.0, 0.0, 1.0]",2.3321428571428573,2
268.57142857142856,320.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.5021428571428572, 0.0, 0.0, 0.9028571428571427, 0.0]",2.405,1
268.57142857142856,320.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5021428571428572, 0.0, 0.0, 0.9028571428571427]",2.405,2
268.57142857142856,320.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5021428571428572, 0.0, 0.0, 0.9028571428571427]",2.405,2
268.57142857142856,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 0.6721428571428573, 0.0, 0.0, 0.7328571428571427, 0.0]",2.405,1
268.57142857142856,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6721428571428573, 0.0, 0.0, 0.7328571428571427]",2.405,2
268.57142857142856,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.6721428571428573, 0.0, 0.0, 0.7328571428571427]",2.405,2
285.7142857142857,60.0,50.0,below_gap,"[0.0, 0.7085714285714286, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.7085714285714286,4
285.7142857142857,60.0,100.0,below_gap,"[0.0, 0.0, 0.7085714285714286, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.7085714285714286,5
285.7142857142857,60.0,150.0,below_gap,"[0.0, 0.0, 0.7085714285714286, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.7085714285714286,5
285.7142857142857,80.0,50.0,below_gap,"[0.0, 0.5385714285714287, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.5385714285714287,4
285.7142857142857,80.0,100.0,below_gap,"[0.0, 0.0, 0.5385714285714287, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.5385714285714287,5
285.7142857142857,80.0,150.0,below_gap,"[0.0, 0.0, 0.5385714285714287, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.5385714285714287,5
285.7142857142857,100.0,50.0,below_gap,"[0.0, 0.36857142857142866, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.3685714285714288,4
285.7142857142857,100.0,100.0,below_gap,"[0.0, 0.0, 0.36857142857142866, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3685714285714288,5
285.7142857142857,100.0,150.0,below_gap,"[0.0, 0.0, 0.36857142857142866, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3685714285714288,5
285.7142857142857,120.0,50.0,below_gap,"[0.0, 0.19857142857142862, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.1985714285714284,4
285.7142857142857,120.0,100.0,below_gap,"[0.0, 0.0, 0.19857142857142862, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1985714285714284,5
285.7142857142857,120.0,150.0,below_gap,"[0.0, 0.0, 0.19857142857142862, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1985714285714284,5
285.7142857142857,140.0,50.0,below_gap,"[0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.15,4
285.7142857142857,140.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
285.7142857142857,140.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
285.7142857142857,160.0,50.0,below_gap,"[0.0, 0.27142857142857135, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.2714285714285714,4
285.7142857142857,160.0,100.0,below_gap,"[0.0, 0.0, 0.27142857142857135, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2714285714285714,5
285.7142857142857,160.0,150.0,below_gap,"[0.0, 0.0, 0.27142857142857135, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2714285714285714,5
285.7142857142857,180.0,50.0,below_gap,"[0.0, 0.44142857142857134, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 1.0, 0.0]",2.405,7
285.7142857142857,180.0,100.0,below_gap,"[0.0, 0.0, 0.44142857142857134, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 1.0]",2.4050000000000002,8
285.7142857142857,180.0,150.0,below_gap,"[0.0, 0.0, 0.44142857142857134, 0.0, 0.0, 0.9635714285714286, 0.0, 0.0, 1.0]",2.4050000000000002,8
285.7142857142857,200.0,50.0,below_gap,"[0.0, 0.6114285714285714, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
285.7142857142857,200.0,100.0,below_gap,"[0.0, 0.0, 0.6114285714285714, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 1.0]",2.4050000000000002,8
285.7142857142857,200.0,150.0,below_gap,"[0.0, 0.0, 0.6114285714285714, 0.0, 0.0, 0.7935714285714286, 0.0, 0.0, 1.0]",2.4050000000000002,8
285.7142857142857,220.0,50.0,below_gap,"[0.0, 0.7814285714285714, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
285.7142857142857,220.0,100.0,below_gap,"[0.0, 0.0, 0.7814285714285714, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 1.0]",2.4050000000000002,8
285.7142857142857,220.0,150.0,below_gap,"[0.0, 0.0, 0.7814285714285714, 0.0, 0.0, 0.6235714285714287, 0.0, 0.0, 1.0]",2.4050000000000002,8
285.7142857142857,240.0,50.0,aligned,"[0.0, 0.9514285714285713, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
285.7142857142857,240.0,100.0,aligned,"[0.0, 0.0, 0.9514285714285713, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 1.0]",2.405,8
285.7142857142857,240.0,150.0,aligned,"[0.0, 0.0, 0.9514285714285713, 0.0, 0.0, 0.4535714285714286, 0.0, 0.0, 1.0]",2.405,8
285.7142857142857,260.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0, 0.0]",2.2835714285714284,1
285.7142857142857,260.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0]",2.2835714285714284,2
285.7142857142857,260.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.28357142857142864, 0.0, 0.0, 1.0]",2.2835714285714284,2
285.7142857142857,280.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
285.7142857142857,280.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
285.7142857142857,280.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
285.7142857142857,300.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0, 0.0]",2.1864285714285714,1
285.7142857142857,300.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0]",2.1864285714285714,2
285.7142857142857,300.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.18642857142857133, 0.0, 0.0, 1.0]",2.1864285714285714,2
285.7142857142857,320.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0, 0.0]",2.3564285714285713,1
285.7142857142857,320.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0]",2.3564285714285713,2
285.7142857142857,320.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.3564285714285713, 0.0, 0.0, 1.0]",2.3564285714285713,2
285.7142857142857,340.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 0.8785714285714287, 0.0]",2.4050000000000002,1
285.7142857142857,340.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 0.8785714285714287]",2.405,2
285.7142857142857,340.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.5264285714285714, 0.0, 0.0, 0.8785714285714287]",2.405,2
302.8571428571429,60.0,50.0,below_gap,"[0.0, 0.8542857142857145, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.8542857142857145,4
302.8571428571429,60.0,100.0,below_gap,"[0.0, 0.0, 0.8542857142857145, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.8542857142857145,5
302.8571428571429,60.0,150.0,below_gap,"[0.0, 0.0, 0.8542857142857145, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.8542857142857145,5
302.8571428571429,80.0,50.0,below_gap,"[0.0, 0.6842857142857146, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.6842857142857146,4
302.8571428571429,80.0,100.0,below_gap,"[0.0, 0.0, 0.6842857142857146, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.6842857142857146,5
302.8571428571429,80.0,150.0,below_gap,"[0.0, 0.0, 0.6842857142857146, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.6842857142857146,5
302.8571428571429,100.0,50.0,below_gap,"[0.0, 0.5142857142857146, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.5142857142857147,4
302.8571428571429,100.0,100.0,below_gap,"[0.0, 0.0, 0.5142857142857146, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.5142857142857147,5
302.8571428571429,100.0,150.0,below_gap,"[0.0, 0.0, 0.5142857142857146, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.5142857142857147,5
302.8571428571429,120.0,50.0,below_gap,"[0.0, 0.34428571428571453, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.3442857142857143,4
302.8571428571429,120.0,100.0,below_gap,"[0.0, 0.0, 0.34428571428571453, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3442857142857143,5
302.8571428571429,120.0,150.0,below_gap,"[0.0, 0.0, 0.34428571428571453, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3442857142857143,5
302.8571428571429,140.0,50.0,below_gap,"[0.0, 0.17428571428571454, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.1742857142857144,4
302.8571428571429,140.0,100.0,below_gap,"[0.0, 0.0, 0.17428571428571454, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1742857142857144,5
302.8571428571429,140.0,150.0,below_gap,"[0.0, 0.0, 0.17428571428571454, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.1742857142857144,5
302.8571428571429,160.0,50.0,below_gap,"[0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.15,4
302.8571428571429,160.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
302.8571428571429,160.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
302.8571428571429,180.0,50.0,below_gap,"[0.0, 0.29571428571428543, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.2957142857142854,4
302.8571428571429,180.0,100.0,below_gap,"[0.0, 0.0, 0.29571428571428543, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2957142857142854,5
302.8571428571429,180.0,150.0,below_gap,"[0.0, 0.0, 0.29571428571428543, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.2957142857142854,5
302.8571428571429,200.0,50.0,below_gap,"[0.0, 0.4657142857142854, 0.0, 0.0, 0.9392857142857146, 0.0, 0.0, 1.0, 0.0]",2.405,7
302.8571428571429,200.0,100.0,below_gap,"[0.0, 0.0, 0.4657142857142854, 0.0, 0.0, 0.9392857142857146, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,200.0,150.0,below_gap,"[0.0, 0.0, 0.4657142857142854, 0.0, 0.0, 0.9392857142857146, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,220.0,50.0,below_gap,"[0.0, 0.6357142857142855, 0.0, 0.0, 0.7692857142857146, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
302.8571428571429,220.0,100.0,below_gap,"[0.0, 0.0, 0.6357142857142855, 0.0, 0.0, 0.7692857142857146, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,220.0,150.0,below_gap,"[0.0, 0.0, 0.6357142857142855, 0.0, 0.0, 0.7692857142857146, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,240.0,50.0,below_gap,"[0.0, 0.8057142857142855, 0.0, 0.0, 0.5992857142857145, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
302.8571428571429,240.0,100.0,below_gap,"[0.0, 0.0, 0.8057142857142855, 0.0, 0.0, 0.5992857142857145, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,240.0,150.0,below_gap,"[0.0, 0.0, 0.8057142857142855, 0.0, 0.0, 0.5992857142857145, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,260.0,50.0,aligned,"[0.0, 0.9757142857142854, 0.0, 0.0, 0.42928571428571455, 0.0, 0.0, 1.0, 0.0]",2.405,7
302.8571428571429,260.0,100.0,aligned,"[0.0, 0.0, 0.9757142857142854, 0.0, 0.0, 0.42928571428571455, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,260.0,150.0,aligned,"[0.0, 0.0, 0.9757142857142854, 0.0, 0.0, 0.42928571428571455, 0.0, 0.0, 1.0]",2.4050000000000002,8
302.8571428571429,280.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.25928571428571456, 0.0, 0.0, 1.0, 0.0]",2.2592857142857143,1
302.8571428571429,280.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.25928571428571456, 0.0, 0.0, 1.0]",2.2592857142857143,2
302.8571428571429,280.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.25928571428571456, 0.0, 0.0, 1.0]",2.2592857142857143,2
302.8571428571429,300.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
302.8571428571429,300.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
302.8571428571429,300.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
302.8571428571429,320.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.21071428571428547, 0.0, 0.0, 1.0, 0.0]",2.2107142857142854,1
302.8571428571429,320.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.21071428571428547, 0.0, 0.0, 1.0]",2.2107142857142854,2
302.8571428571429,320.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.21071428571428547, 0.0, 0.0, 1.0]",2.2107142857142854,2
302.8571428571429,340.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.38071428571428545, 0.0, 0.0, 1.0, 0.0]",2.3807142857142853,1
302.8571428571429,340.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.38071428571428545, 0.0, 0.0, 1.0]",2.3807142857142853,2
302.8571428571429,340.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.38071428571428545, 0.0, 0.0, 1.0]",2.3807142857142853,2
320.0,60.0,50.0,below_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",3.0,1
320.0,60.0,100.0,below_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",3.0,2
320.0,60.0,150.0,below_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",3.0,2
320.0,80.0,50.0,below_gap,"[0.0, 0.8300000000000001, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.83,4
320.0,80.0,100.0,below_gap,"[0.0, 0.0, 0.8300000000000001, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.83,5
320.0,80.0,150.0,below_gap,"[0.0, 0.0, 0.8300000000000001, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.83,5
320.0,100.0,50.0,below_gap,"[0.0, 0.6599999999999999, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.66,4
320.0,100.0,100.0,below_gap,"[0.0, 0.0, 0.6599999999999999, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.66,5
320.0,100.0,150.0,below_gap,"[0.0, 0.0, 0.6599999999999999, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.66,5
320.0,120.0,50.0,below_gap,"[0.0, 0.49, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.49,4
320.0,120.0,100.0,below_gap,"[0.0, 0.0, 0.49, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.49,5
320.0,120.0,150.0,below_gap,"[0.0, 0.0, 0.49, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.49,5
320.0,140.0,50.0,below_gap,"[0.0, 0.32, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.32,4
320.0,140.0,100.0,below_gap,"[0.0, 0.0, 0.32, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3200000000000003,5
320.0,140.0,150.0,below_gap,"[0.0, 0.0, 0.32, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3200000000000003,5
320.0,160.0,50.0,below_gap,"[0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.15,4
320.0,160.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
320.0,160.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
320.0,180.0,50.0,below_gap,"[0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.15,4
320.0,180.0,100.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
320.0,180.0,150.0,below_gap,"[0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.15,5
320.0,200.0,50.0,below_gap,"[0.0, 0.32, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",2.32,4
320.0,200.0,100.0,below_gap,"[0.0, 0.0, 0.32, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3200000000000003,5
320.0,200.0,150.0,below_gap,"[0.0, 0.0, 0.32, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]",2.3200000000000003,5
320.0,220.0,50.0,below_gap,"[0.0, 0.49, 0.0, 0.0, 0.915, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
320.0,220.0,100.0,below_gap,"[0.0, 0.0, 0.49, 0.0, 0.0, 0.915, 0.0, 0.0, 1.0]",2.4050000000000002,8
320.0,220.0,150.0,below_gap,"[0.0, 0.0, 0.49, 0.0, 0.0, 0.915, 0.0, 0.0, 1.0]",2.4050000000000002,8
320.0,240.0,50.0,below_gap,"[0.0, 0.6599999999999999, 0.0, 0.0, 0.745, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
320.0,240.0,100.0,below_gap,"[0.0, 0.0, 0.6599999999999999, 0.0, 0.0, 0.745, 0.0, 0.0, 1.0]",2.405,8
320.0,240.0,150.0,below_gap,"[0.0, 0.0, 0.6599999999999999, 0.0, 0.0, 0.745, 0.0, 0.0, 1.0]",2.405,8
320.0,260.0,50.0,aligned,"[0.0, 0.8300000000000001, 0.0, 0.0, 0.575, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
320.0,260.0,100.0,aligned,"[0.0, 0.0, 0.8300000000000001, 0.0, 0.0, 0.575, 0.0, 0.0, 1.0]",2.4050000000000002,8
320.0,260.0,150.0,aligned,"[0.0, 0.0, 0.8300000000000001, 0.0, 0.0, 0.575, 0.0, 0.0, 1.0]",2.4050000000000002,8
320.0,280.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.40499999999999997, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,1
320.0,280.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.40499999999999997, 0.0, 0.0, 1.0]",2.4050000000000002,2
320.0,280.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.40499999999999997, 0.0, 0.0, 1.0]",2.4050000000000002,2
320.0,300.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0, 0.0]",2.2350000000000003,1
320.0,300.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
320.0,300.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
320.0,320.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0, 0.0]",2.15,1
320.0,320.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
320.0,320.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.15, 0.0, 0.0, 1.0]",2.15,2
320.0,340.0,50.0,aligned,"[0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0, 0.0]",2.2350000000000003,1
320.0,340.0,100.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
320.0,340.0,150.0,aligned,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.23500000000000001, 0.0, 0.0, 1.0]",2.2350000000000003,2
