episode,score,steps,total_reward,flap_rate,elapsed_s,eps_per_sec,gpu_memory_mb
0,3,579,2.5779999999999603,0.05699481865284974,0.3,2.99,0.0
1,0,198,-0.8029999999999998,0.050505050505050504,0.4,4.46,0.0
2,0,180,-0.8209999999999998,0.05,0.6,5.36,0.0
3,0,201,-0.7999999999999998,0.04975124378109453,0.7,5.94,0.0
4,3,579,2.5779999999999603,0.05699481865284974,1.0,4.87,0.0
5,3,579,2.5779999999999603,0.05699481865284974,1.4,4.36,0.0
6,0,180,-0.8209999999999998,0.05,1.5,4.65,0.0
7,0,200,-0.8009999999999998,0.05,1.6,4.86,0.0
8,3,579,2.5779999999999603,0.055267702936096716,2.0,4.53,0.0
9,3,579,2.5779999999999603,0.05699481865284974,2.4,4.13,0.0
10,0,201,-0.7999999999999998,0.04975124378109453,2.6,4.29,0.0
11,3,579,2.5779999999999603,0.05699481865284974,3.0,4.03,0.0
12,3,579,2.5779999999999603,0.05699481865284974,3.4,3.82,0.0
13,3,579,2.5779999999999603,0.055267702936096716,3.8,3.66,0.0
14,3,579,2.5779999999999603,0.055267702936096716,4.3,3.52,0.0
15,3,579,2.5779999999999603,0.055267702936096716,4.7,3.41,0.0
16,3,579,2.5779999999999603,0.055267702936096716,5.1,3.33,0.0
17,3,579,2.5779999999999603,0.055267702936096716,5.5,3.25,0.0
18,3,579,2.5779999999999603,0.055267702936096716,6.0,3.18,0.0
19,3,579,2.5779999999999603,0.055267702936096716,6.4,3.14,0.0
20,0,179,-0.8219999999999998,0.05027932960893855,6.5,3.23,0.0
21,3,579,2.5779999999999603,0.05699481865284974,6.9,3.17,0.0
22,3,579,2.5779999999999603,0.055267702936096716,7.3,3.13,0.0
23,0,181,-0.8199999999999998,0.049723756906077346,7.5,3.21,0.0
24,3,579,2.5779999999999603,0.055267702936096716,7.9,3.16,0.0
25,0,198,-0.8029999999999998,0.050505050505050504,8.1,3.23,0.0
26,3,579,2.5779999999999603,0.055267702936096716,8.4,3.20,0.0
27,3,579,2.5779999999999603,0.05699481865284974,8.8,3.17,0.0
28,0,180,-0.8209999999999998,0.05,9.0,3.23,0.0
29,3,579,2.5779999999999603,0.055267702936096716,9.4,3.20,0.0
30,3,579,2.5779999999999603,0.05699481865284974,9.8,3.17,0.0
31,3,579,2.5779999999999603,0.05699481865284974,10.2,3.12,0.0
32,3,579,2.5779999999999603,0.055267702936096716,10.7,3.09,0.0
33,3,582,2.58099999999996,0.05670103092783505,11.1,3.07,0.0
34,0,179,-0.8219999999999998,0.055865921787709494,11.2,3.12,0.0
35,3,579,2.5779999999999603,0.055267702936096716,11.6,3.09,0.0
36,3,579,2.5779999999999603,0.055267702936096716,12.0,3.08,0.0
37,3,579,2.5779999999999603,0.055267702936096716,12.4,3.06,0.0
38,3,579,2.5779999999999603,0.055267702936096716,12.8,3.05,0.0
39,0,180,-0.8209999999999998,0.05,12.9,3.11,0.0
40,3,579,2.5779999999999603,0.055267702936096716,13.2,3.11,0.0
