episode,score,steps,total_reward,flap_rate,elapsed_s,eps_per_sec,gpu_memory_mb
0,0,179,-0.8219999999999998,0.055865921787709494,0.1,10.07,0.0
1,0,190,-0.8109999999999998,0.05789473684210526,0.2,9.50,0.0
2,3,607,2.6059999999999572,0.054365733113673806,0.5,5.56,0.0
3,2,481,1.4799999999999711,0.056133056133056136,0.8,5.10,0.0
4,3,579,2.5779999999999603,0.055267702936096716,1.1,4.43,0.0
5,3,580,2.57899999999996,0.05517241379310345,1.4,4.17,0.0
6,4,724,3.722999999999992,0.05662983425414365,1.8,3.87,0.0
7,1,314,0.3129999999999895,0.054140127388535034,2.0,4.07,0.0
8,1,313,0.3119999999999896,0.05750798722044728,2.2,4.11,0.0
9,2,482,1.480999999999971,0.05394190871369295,2.4,4.11,0.0
10,0,189,-0.8119999999999998,0.0582010582010582,2.5,4.35,0.0
11,2,453,1.4519999999999742,0.05739514348785872,2.8,4.35,0.0
12,1,336,0.3349999999999871,0.05654761904761905,2.9,4.43,0.0
13,0,206,-0.7949999999999998,0.05825242718446602,3.0,4.60,0.0
14,3,592,2.590999999999959,0.05574324324324324,3.4,4.47,0.0
15,4,726,3.7249999999999925,0.05647382920110193,3.7,4.29,0.0
16,2,446,1.444999999999975,0.05605381165919283,4.0,4.28,0.0
17,0,189,-0.8119999999999998,0.0582010582010582,4.1,4.43,0.0
18,2,459,1.4579999999999735,0.05664488017429194,4.3,4.39,0.0
19,1,313,0.3119999999999896,0.05750798722044728,4.5,4.42,0.0
20,0,179,-0.8219999999999998,0.055865921787709494,4.6,4.54,0.0
21,1,313,0.3119999999999896,0.054313099041533544,4.8,4.59,0.0
22,0,179,-0.8219999999999998,0.055865921787709494,4.9,4.70,0.0
23,0,182,-0.8189999999999998,0.06043956043956044,5.0,4.81,0.0
24,1,315,0.3139999999999894,0.05714285714285714,5.2,4.84,0.0
25,3,598,2.5969999999999582,0.05351170568561873,5.5,4.72,0.0
26,1,334,0.3329999999999873,0.05688622754491018,5.7,4.75,0.0
27,0,179,-0.8219999999999998,0.055865921787709494,5.8,4.85,0.0
28,4,730,3.728999999999994,0.056164383561643834,6.2,4.71,0.0
29,3,579,2.5779999999999603,0.055267702936096716,6.5,4.65,0.0
30,0,195,-0.8059999999999998,0.05641025641025641,6.6,4.72,0.0
31,3,579,2.5779999999999603,0.055267702936096716,6.9,4.67,0.0
32,0,199,-0.8019999999999998,0.05025125628140704,7.0,4.74,0.0
33,1,313,0.3119999999999896,0.05750798722044728,7.1,4.77,0.0
34,2,446,1.444999999999975,0.05605381165919283,7.3,4.76,0.0
35,1,313,0.3119999999999896,0.05750798722044728,7.5,4.79,0.0
36,7,1125,7.124000000000029,0.056,8.1,4.54,0.0
37,0,184,-0.8169999999999998,0.059782608695652176,8.2,4.61,0.0
38,1,333,0.3319999999999874,0.057057057057057055,8.4,4.62,0.0
39,2,446,1.444999999999975,0.05605381165919283,8.7,4.61,0.0
40,0,188,-0.8129999999999998,0.05851063829787234,8.8,4.67,0.0
41,3,579,2.5779999999999603,0.055267702936096716,9.1,4.62,0.0
42,0,211,-0.7899999999999998,0.05687203791469194,9.2,4.68,0.0
43,0,184,-0.8169999999999998,0.059782608695652176,9.3,4.74,0.0
44,1,315,0.3139999999999894,0.05714285714285714,9.5,4.75,0.0
45,5,862,4.861000000000037,0.05568445475638051,9.9,4.64,0.0
46,2,451,1.4499999999999744,0.05321507760532151,10.1,4.63,0.0
47,2,446,1.444999999999975,0.05605381165919283,10.4,4.63,0.0
48,2,460,1.4589999999999734,0.05652173913043478,10.6,4.62,0.0
49,5,847,4.846000000000032,0.05430932703659976,11.1,4.52,0.0
50,2,464,1.462999999999973,0.05603448275862069,11.3,4.51,0.0
51,0,179,-0.8219999999999998,0.055865921787709494,11.4,4.56,0.0
52,3,579,2.5779999999999603,0.055267702936096716,11.7,4.53,0.0
53,1,313,0.3119999999999896,0.054313099041533544,11.9,4.56,0.0
54,0,179,-0.8219999999999998,0.055865921787709494,12.0,4.60,0.0
55,1,313,0.3119999999999896,0.054313099041533544,12.1,4.62,0.0
56,2,477,1.4759999999999716,0.05660377358490566,12.4,4.61,0.0
57,2,459,1.4579999999999735,0.05664488017429194,12.6,4.60,0.0
58,0,179,-0.8219999999999998,0.05027932960893855,12.7,4.65,0.0
59,1,338,0.33699999999998687,0.05621301775147929,12.9,4.66,0.0
60,0,198,-0.8029999999999998,0.050505050505050504,13.0,4.70,0.0
61,5,846,4.845000000000032,0.05555555555555555,13.4,4.62,0.0
62,5,880,4.879000000000043,0.05454545454545454,13.9,4.55,0.0
63,0,211,-0.7899999999999998,0.05687203791469194,14.0,4.58,0.0
64,3,579,2.5779999999999603,0.055267702936096716,14.3,4.55,0.0
65,0,179,-0.8219999999999998,0.055865921787709494,14.4,4.59,0.0
66,1,321,0.31999999999998874,0.056074766355140186,14.5,4.61,0.0
67,10,1513,10.511999999999814,0.05551883674818242,15.3,4.43,0.0
68,0,179,-0.8219999999999998,0.055865921787709494,15.4,4.47,0.0
69,0,211,-0.7899999999999998,0.052132701421800945,15.5,4.50,0.0
70,5,846,4.845000000000032,0.05555555555555555,16.0,4.45,0.0
71,0,181,-0.8199999999999998,0.049723756906077346,16.1,4.48,0.0
72,1,313,0.3119999999999896,0.054313099041533544,16.2,4.49,0.0
73,1,313,0.3119999999999896,0.054313099041533544,16.4,4.50,0.0
74,3,589,2.587999999999959,0.05602716468590832,16.8,4.47,0.0
75,1,313,0.3119999999999896,0.05750798722044728,16.9,4.49,0.0
76,0,179,-0.8219999999999998,0.055865921787709494,17.0,4.52,0.0
77,4,713,3.711999999999988,0.0546984572230014,17.4,4.48,0.0
78,0,186,-0.8149999999999998,0.05913978494623656,17.5,4.51,0.0
79,0,179,-0.8219999999999998,0.055865921787709494,17.6,4.54,0.0
80,4,713,3.711999999999988,0.0546984572230014,18.0,4.51,0.0
81,1,313,0.3119999999999896,0.054313099041533544,18.1,4.52,0.0
82,1,313,0.3119999999999896,0.054313099041533544,18.3,4.54,0.0
83,3,579,2.5779999999999603,0.055267702936096716,18.6,4.51,0.0
84,0,179,-0.8219999999999998,0.055865921787709494,18.7,4.54,0.0
85,5,852,4.851000000000034,0.056338028169014086,19.1,4.49,0.0
86,8,1250,8.24899999999996,0.056,19.8,4.39,0.0
87,1,313,0.3119999999999896,0.05750798722044728,20.0,4.40,0.0
88,0,194,-0.8069999999999998,0.05670103092783505,20.1,4.43,0.0
89,1,313,0.3119999999999896,0.054313099041533544,20.3,4.44,0.0
90,0,187,-0.8139999999999998,0.058823529411764705,20.3,4.47,0.0
91,4,724,3.722999999999992,0.05386740331491713,20.7,4.44,0.0
92,3,601,2.599999999999958,0.056572379367720464,21.0,4.42,0.0
93,2,460,1.4589999999999734,0.05652173913043478,21.3,4.42,0.0
94,0,187,-0.8139999999999998,0.058823529411764705,21.4,4.45,0.0
95,0,179,-0.8219999999999998,0.055865921787709494,21.5,4.47,0.0
96,0,215,-0.7859999999999998,0.05116279069767442,21.6,4.50,0.0
97,3,582,2.58099999999996,0.05670103092783505,21.9,4.48,0.0
98,1,313,0.3119999999999896,0.054313099041533544,22.0,4.49,0.0
99,6,979,5.978000000000075,0.056179775280898875,22.5,4.44,0.0
100,5,850,4.849000000000033,0.05411764705882353,23.0,4.39,0.0
101,0,184,-0.8169999999999998,0.059782608695652176,23.1,4.42,0.0
102,0,188,-0.8129999999999998,0.05851063829787234,23.2,4.44,0.0
103,1,313,0.3119999999999896,0.05750798722044728,23.3,4.45,0.0
104,2,446,1.444999999999975,0.053811659192825115,23.6,4.45,0.0
105,2,454,1.452999999999974,0.05726872246696035,23.8,4.45,0.0
106,4,724,3.722999999999992,0.055248618784530384,24.2,4.42,0.0
107,0,197,-0.8039999999999998,0.05583756345177665,24.3,4.44,0.0
108,3,588,2.5869999999999593,0.05612244897959184,24.6,4.43,0.0
109,0,179,-0.8219999999999998,0.055865921787709494,24.7,4.45,0.0
110,2,452,1.4509999999999743,0.05752212389380531,24.9,4.45,0.0
111,3,584,2.5829999999999598,0.05650684931506849,25.3,4.43,0.0
112,2,464,1.462999999999973,0.05603448275862069,25.5,4.43,0.0
113,2,482,1.480999999999971,0.056016597510373446,25.8,4.42,0.0
114,0,186,-0.8149999999999998,0.05913978494623656,25.9,4.45,0.0
115,7,1130,7.129000000000026,0.05575221238938053,26.5,4.38,0.0
116,0,192,-0.8089999999999998,0.057291666666666664,26.6,4.40,0.0
117,0,191,-0.8099999999999998,0.05759162303664921,26.7,4.42,0.0
118,1,313,0.3119999999999896,0.054313099041533544,26.8,4.43,0.0
119,0,179,-0.8219999999999998,0.055865921787709494,26.9,4.45,0.0
120,1,313,0.3119999999999896,0.05750798722044728,27.1,4.47,0.0
121,0,188,-0.8129999999999998,0.05851063829787234,27.2,4.49,0.0
122,0,179,-0.8219999999999998,0.055865921787709494,27.3,4.50,0.0
123,0,179,-0.8219999999999998,0.055865921787709494,27.4,4.52,0.0
124,0,179,-0.8219999999999998,0.055865921787709494,27.5,4.55,0.0
125,0,206,-0.7949999999999998,0.05825242718446602,27.6,4.57,0.0
126,2,465,1.4639999999999729,0.053763440860215055,27.8,4.56,0.0
127,2,461,1.4599999999999733,0.05639913232104121,28.1,4.56,0.0
128,1,313,0.3119999999999896,0.05750798722044728,28.2,4.57,0.0
129,1,336,0.3349999999999871,0.05654761904761905,28.4,4.57,0.0
130,1,313,0.3119999999999896,0.054313099041533544,28.6,4.58,0.0
131,3,579,2.5779999999999603,0.055267702936096716,28.9,4.57,0.0
132,6,1001,6.000000000000083,0.055944055944055944,29.4,4.52,0.0
133,2,446,1.444999999999975,0.05605381165919283,29.7,4.52,0.0
134,0,179,-0.8219999999999998,0.055865921787709494,29.8,4.54,0.0
135,0,196,-0.8049999999999998,0.05102040816326531,29.9,4.55,0.0
136,0,179,-0.8219999999999998,0.055865921787709494,30.0,4.57,0.0
137,0,179,-0.8219999999999998,0.055865921787709494,30.0,4.59,0.0
138,0,185,-0.8159999999999998,0.05945945945945946,30.1,4.61,0.0
139,1,316,0.3149999999999893,0.056962025316455694,30.3,4.62,0.0
140,0,179,-0.8219999999999998,0.05027932960893855,30.4,4.64,0.0
141,3,594,2.5929999999999587,0.05387205387205387,30.7,4.63,0.0
142,1,313,0.3119999999999896,0.05750798722044728,30.9,4.63,0.0
143,1,318,0.31699999999998907,0.05345911949685535,31.0,4.64,0.0
144,2,465,1.4639999999999729,0.05591397849462366,31.3,4.64,0.0
145,3,579,2.5779999999999603,0.055267702936096716,31.6,4.63,0.0
146,2,454,1.452999999999974,0.05726872246696035,31.8,4.62,0.0
147,0,179,-0.8219999999999998,0.055865921787709494,31.9,4.64,0.0
148,3,597,2.5959999999999583,0.05527638190954774,32.2,4.62,0.0
149,7,1120,7.119000000000032,0.05625,32.8,4.57,0.0
150,2,454,1.452999999999974,0.05726872246696035,33.0,4.57,0.0
151,2,465,1.4639999999999729,0.05591397849462366,33.3,4.57,0.0
152,1,339,0.33799999999998676,0.05309734513274336,33.5,4.57,0.0
153,6,979,5.978000000000075,0.05515832482124617,34.0,4.53,0.0
154,0,179,-0.8219999999999998,0.055865921787709494,34.1,4.55,0.0
155,0,212,-0.7889999999999998,0.05188679245283019,34.2,4.57,0.0
156,1,313,0.3119999999999896,0.05750798722044728,34.3,4.57,0.0
157,0,183,-0.8179999999999998,0.04918032786885246,34.4,4.59,0.0
